INDIVIDUAL_ID,HOUSEHOLD_ID,FIRST_NAME,LAST_NAME,RFV Score,Age,Life Stage, Shoes-Sales Bf Promotion , Shoes-Sales Promotion , Shoes-Sales Af Promotion , Home-Sales Bf Promotion , Home-Sales Promotion , Home-Sales Af Promotion , Garden-Sales Bf Promotion , Garden-Sales Promotion , Garden-Sales Af Promotion , Shoes-PromotionOnlyFlag , Home-PromotionOnlyFlag , Garden-PromotionOnlyFlag 
5529341816,5543037977,Cathy,Brandenstein,214,33,Mom & Baby, $ 311 , $ 490 , $ 439 , $ 114 , $ 632 , $ 457 , $ 493 , $ 660 , $ 267 ,0,0,0
5529303038,5543001738,Karen,Briggs,515,20,Empty Nesters, $ 352 , $ 676 , $ 190 , $ 91 , $ 484 , $ 190 , $ 69 , $ 520 , $ 221 ,1,0,1
5539810283,5553376517,Roger,Smart,134,53,Young Couples, $ 471 , $ 453 , $ 285 , $ 109 , $ 454 , $ 395 , $ 166 , $ 446 , $ 295 ,0,1,0
5529051986,5542766868,John,Venhoff,312,34,Matures, $ 318 , $ 536 , $ 95 , $ 82 , $ 661 , $ 388 , $ 364 , $ 432 , $ 473 ,1,1,1
5527523966,5541308424,Robin,Rose,423,50,Matures, $ 422 , $ 535 , $ 382 , $ 76 , $ 425 , $ 291 , $ 81 , $ 567 , $ 305 ,1,0,0
5538514848,5551879424,Doris,Schlenker,131,47,Young Couples, $ 118 , $ 449 , $ 58 , $ 407 , $ 513 , $ 279 , $ 459 , $ 613 , $ 113 ,1,1,1
5532171523,5545742382,Glenn,Markus,534,54,Mom & Baby, $ 402 , $ 377 , $ 331 , $ 69 , $ 385 , $ 178 , $ 90 , $ 472 , $ 78 ,1,1,1
5536909629,5550314317,Megan,Hummel,334,42,Young Singles, $ 171 , $ 428 , $ 186 , $ 137 , $ 463 , $ 205 , $ 263 , $ 601 , $ 407 ,1,0,1
5533771559,5547277193,David,Metzger,214,42,Mom & Baby, $ 451 , $ 410 , $ 174 , $ 208 , $ 398 , $ 280 , $ 197 , $ 435 , $ 466 ,0,0,0
5529101462,5542813106,Stephanie,Standridge,433,31,Empty Nesters, $ 261 , $ 416 , $ 71 , $ 76 , $ 361 , $ 59 , $ 135 , $ 662 , $ 236 ,1,1,1
5539338634,5552683560,Brandon,Kloppenburg,341,38,Matures, $ 495 , $ 682 , $ 88 , $ 81 , $ 444 , $ 133 , $ 181 , $ 314 , $ 496 ,1,1,0
5533177626,5546705312,Susan,Miller,315,55,Young Singles, $ 149 , $ 368 , $ 179 , $ 84 , $ 302 , $ 62 , $ 205 , $ 302 , $ 305 ,0,1,0
5537892691,5551274688,Linda,Congemi,154,39,Matures, $ 326 , $ 596 , $ 312 , $ 165 , $ 678 , $ 237 , $ 430 , $ 514 , $ 371 ,1,0,1
5526320459,5540150043,Sherry,Boyd,143,37,Matures, $ 359 , $ 399 , $ 350 , $ 109 , $ 580 , $ 366 , $ 181 , $ 359 , $ 327 ,1,0,0
5526345026,5540173127,William,Teague,245,52,Matures, $ 125 , $ 568 , $ 124 , $ 157 , $ 497 , $ 468 , $ 186 , $ 395 , $ 412 ,0,0,0
5859077318,5859081538,Charles,Backes,511,40,Young Couples, $ 260 , $ 641 , $ 114 , $ 448 , $ 352 , $ 204 , $ 292 , $ 539 , $ 445 ,1,0,0
5527538236,5541321769,Bill,Board,433,28,Young Couples, $ 229 , $ 631 , $ 410 , $ 93 , $ 634 , $ 163 , $ 103 , $ 426 , $ 99 ,1,0,1
5536660355,5550070134,Steve,Bland,545,32,Young Couples, $ 204 , $ 480 , $ 425 , $ 229 , $ 545 , $ 385 , $ 281 , $ 439 , $ 200 ,1,1,1
5536254262,5549670820,John,Buono,135,33,Young Couples, $ 444 , $ 321 , $ 361 , $ 61 , $ 700 , $ 281 , $ 473 , $ 690 , $ 238 ,1,1,0
5907559463,5907571098,Karen,Hoyt,521,22,Mom & Baby, $ 287 , $ 476 , $ 470 , $ 210 , $ 618 , $ 64 , $ 158 , $ 650 , $ 486 ,1,0,0
5528367336,5542108699,Janice,Walsh,554,23,Young Singles, $ 206 , $ 623 , $ 281 , $ 422 , $ 524 , $ 498 , $ 298 , $ 690 , $ 374 ,1,1,1
5533006066,5546544561,Christine,Jeong,223,34,Mom & Baby, $ 377 , $ 592 , $ 400 , $ 114 , $ 542 , $ 354 , $ 109 , $ 660 , $ 225 ,0,1,0
5538013216,5551392774,Harriet,Abraham,333,24,Young Singles, $ 390 , $ 571 , $ 148 , $ 231 , $ 519 , $ 111 , $ 180 , $ 394 , $ 72 ,0,0,0
5526122448,5539964450,Tammi,Wardwell,212,44,Young Couples, $ 123 , $ 666 , $ 117 , $ 475 , $ 431 , $ 485 , $ 334 , $ 383 , $ 100 ,0,0,1
5537111425,5550511677,Lisa,Demino,431,30,Mom & Baby, $ 162 , $ 482 , $ 487 , $ 87 , $ 573 , $ 379 , $ 398 , $ 700 , $ 447 ,1,1,0
5529299143,5542998101,Cheryl,Clarke,414,23,Young Singles, $ 189 , $ 504 , $ 65 , $ 290 , $ 560 , $ 389 , $ 439 , $ 678 , $ 435 ,0,1,0
5528271145,5542018616,Marianne,Zeman,144,53,Empty Nesters, $ 483 , $ 625 , $ 439 , $ 161 , $ 568 , $ 364 , $ 326 , $ 529 , $ 455 ,0,1,1
5539948689,5553505875,Brad,Haugeberg,252,38,Empty Nesters, $ 194 , $ 348 , $ 178 , $ 488 , $ 313 , $ 161 , $ 358 , $ 647 , $ 295 ,0,0,0
5539521133,5553113373,Brandon,Owens,143,48,Mom & Baby, $ 122 , $ 638 , $ 279 , $ 362 , $ 510 , $ 96 , $ 169 , $ 545 , $ 365 ,0,1,0
5528375811,5542116601,Regina,Beber,545,43,Young Singles, $ 399 , $ 338 , $ 437 , $ 495 , $ 650 , $ 405 , $ 262 , $ 474 , $ 106 ,1,1,1
5538451190,5551817674,Joann,Roberson,432,21,Young Singles, $ 492 , $ 474 , $ 336 , $ 421 , $ 604 , $ 366 , $ 325 , $ 513 , $ 437 ,1,1,0
5527650897,5541427413,Becky,Robertson,225,32,Mom & Baby, $ 172 , $ 673 , $ 198 , $ 180 , $ 500 , $ 345 , $ 120 , $ 606 , $ 211 ,0,1,0
5530245180,5543903404,Kim,Morgan,432,44,Empty Nesters, $ 272 , $ 472 , $ 453 , $ 448 , $ 609 , $ 413 , $ 274 , $ 678 , $ 313 ,0,0,1
5539757052,5553327720,Cyndi,Johnson,113,21,Young Couples, $ 272 , $ 559 , $ 254 , $ 337 , $ 551 , $ 354 , $ 144 , $ 521 , $ 272 ,0,1,0
5537336708,5550732200,James,Brennan,455,28,Matures, $ 418 , $ 314 , $ 260 , $ 324 , $ 613 , $ 263 , $ 444 , $ 504 , $ 488 ,1,1,0
5539221724,5552568486,Olivia,Yacukowicz,532,44,Matures, $ 187 , $ 587 , $ 66 , $ 126 , $ 322 , $ 368 , $ 245 , $ 359 , $ 205 ,0,0,1
5539777306,5553346195,Pamela,Moore,244,30,Matures, $ 142 , $ 534 , $ 468 , $ 136 , $ 366 , $ 442 , $ 350 , $ 658 , $ 243 ,1,1,0
5532163069,5545734498,Edward,Kuehn,235,31,Young Singles, $ 274 , $ 633 , $ 245 , $ 249 , $ 681 , $ 119 , $ 67 , $ 404 , $ 310 ,1,0,1
5539034432,5552974598,Monica,Merfalen,232,25,Empty Nesters, $ 362 , $ 686 , $ 89 , $ 207 , $ 681 , $ 485 , $ 436 , $ 520 , $ 383 ,1,1,1
5538961903,5552313715,Maureen,Wright,442,49,Mom & Baby, $ 399 , $ 697 , $ 474 , $ 366 , $ 322 , $ 331 , $ 153 , $ 517 , $ 160 ,1,0,1
5527642767,5541419826,Terri,Stark,525,40,Mom & Baby, $ 404 , $ 631 , $ 90 , $ 492 , $ 495 , $ 222 , $ 71 , $ 617 , $ 433 ,0,0,1
5539114299,5552463057,Don,Kane,442,54,Mom & Baby, $ 443 , $ 348 , $ 103 , $ 424 , $ 386 , $ 400 , $ 56 , $ 587 , $ 116 ,1,0,1
5539818804,5553384387,Angela,Shaw,231,32,Empty Nesters, $ 308 , $ 427 , $ 307 , $ 117 , $ 357 , $ 168 , $ 74 , $ 309 , $ 267 ,1,1,0
5534149635,5547632770,Christin,Griswold,223,22,Mom & Baby, $ 482 , $ 528 , $ 386 , $ 196 , $ 622 , $ 76 , $ 375 , $ 445 , $ 295 ,0,0,1
5539537467,5553128211,Ken,Ormsby,254,54,Young Singles, $ 127 , $ 426 , $ 183 , $ 313 , $ 653 , $ 220 , $ 305 , $ 428 , $ 470 ,1,0,1
5538336634,5551705675,Nancy,Kavadas,254,32,Mom & Baby, $ 81 , $ 482 , $ 230 , $ 109 , $ 495 , $ 424 , $ 306 , $ 524 , $ 124 ,1,0,1
5539437779,5553037555,Gloria,Gill,334,32,Empty Nesters, $ 411 , $ 605 , $ 175 , $ 108 , $ 362 , $ 203 , $ 86 , $ 417 , $ 242 ,0,0,1
5531229749,5544843744,James,Stento,534,47,Matures, $ 423 , $ 364 , $ 202 , $ 295 , $ 605 , $ 137 , $ 320 , $ 597 , $ 401 ,0,1,0
5539799480,5553366503,Andrea,Belshe,234,55,Young Singles, $ 476 , $ 657 , $ 77 , $ 425 , $ 645 , $ 366 , $ 326 , $ 563 , $ 200 ,1,0,1
5537990039,5551370063,Elaine,Sellhorn,353,33,Empty Nesters, $ 208 , $ 628 , $ 294 , $ 290 , $ 677 , $ 84 , $ 320 , $ 417 , $ 304 ,0,1,0
5538867682,5552221411,Jason,Frye,211,35,Mom & Baby, $ 141 , $ 425 , $ 449 , $ 247 , $ 655 , $ 495 , $ 462 , $ 623 , $ 151 ,1,0,0
5539493526,5553088107,Perry,Woodward,214,20,Young Couples, $ 304 , $ 673 , $ 264 , $ 226 , $ 425 , $ 441 , $ 474 , $ 463 , $ 110 ,0,1,0
5531266878,5544878393,Judy,Poor,534,42,Matures, $ 406 , $ 495 , $ 377 , $ 405 , $ 307 , $ 252 , $ 65 , $ 399 , $ 284 ,1,1,0
5530235678,5552858403,Kate,Jenkins,214,33,Matures, $ 366 , $ 588 , $ 277 , $ 295 , $ 467 , $ 329 , $ 300 , $ 521 , $ 56 ,1,1,1
5531275436,5544886423,Jean,Corliss,525,27,Young Singles, $ 443 , $ 692 , $ 388 , $ 127 , $ 412 , $ 384 , $ 191 , $ 669 , $ 119 ,0,1,0
5538427648,5551794756,Vaughn,Overton,113,30,Young Singles, $ 469 , $ 650 , $ 228 , $ 233 , $ 329 , $ 403 , $ 53 , $ 305 , $ 492 ,0,1,0
5538524025,5551888195,Kim,Gray,133,46,Empty Nesters, $ 129 , $ 569 , $ 386 , $ 53 , $ 635 , $ 439 , $ 393 , $ 494 , $ 120 ,1,0,0
5528330136,5542074033,Rose,Herman,535,21,Mom & Baby, $ 406 , $ 633 , $ 126 , $ 324 , $ 456 , $ 289 , $ 164 , $ 350 , $ 234 ,0,0,0
5529290506,5542989986,Linda,Wood,524,48,Young Couples, $ 292 , $ 508 , $ 121 , $ 358 , $ 508 , $ 53 , $ 109 , $ 660 , $ 134 ,1,1,1
5527428322,5541218977,Bette,Shapiro,223,55,Young Couples, $ 55 , $ 606 , $ 187 , $ 260 , $ 559 , $ 421 , $ 114 , $ 439 , $ 423 ,1,0,0
5528377930,5542118597,Nancy,Gideon,213,29,Young Singles, $ 366 , $ 601 , $ 191 , $ 143 , $ 406 , $ 489 , $ 77 , $ 653 , $ 348 ,1,0,1
5538447459,5551814097,Connie,Hackman,121,22,Young Couples, $ 477 , $ 648 , $ 173 , $ 56 , $ 569 , $ 129 , $ 168 , $ 333 , $ 330 ,1,1,1
5538793862,5552149079,Danielle,Keagle,152,43,Matures, $ 98 , $ 627 , $ 485 , $ 206 , $ 624 , $ 374 , $ 329 , $ 576 , $ 203 ,0,0,1
5528361117,5542102915,Sharon,Nicholas,313,34,Matures, $ 65 , $ 659 , $ 446 , $ 334 , $ 561 , $ 269 , $ 311 , $ 651 , $ 97 ,1,1,1
5533218569,5546743438,Shannon,Kimball,315,33,Young Singles, $ 164 , $ 456 , $ 234 , $ 279 , $ 467 , $ 102 , $ 291 , $ 451 , $ 154 ,1,1,0
5527617036,5541395840,Joseph,Tranzillo,424,43,Young Couples, $ 126 , $ 609 , $ 193 , $ 385 , $ 500 , $ 74 , $ 273 , $ 604 , $ 447 ,1,0,1
5539430685,5553031107,Sherry,Clayton,353,49,Empty Nesters, $ 81 , $ 491 , $ 493 , $ 411 , $ 505 , $ 56 , $ 461 , $ 583 , $ 152 ,0,1,0
5528273750,5542021065,Patricia,McCarthy,323,26,Young Couples, $ 426 , $ 519 , $ 276 , $ 217 , $ 692 , $ 232 , $ 317 , $ 447 , $ 478 ,0,0,0
5538388379,5551756428,Ron,Levine,122,36,Mom & Baby, $ 70 , $ 427 , $ 464 , $ 419 , $ 589 , $ 487 , $ 471 , $ 327 , $ 175 ,0,0,1
5538954900,5552306849,Melanie,Reich,231,39,Young Singles, $ 388 , $ 610 , $ 386 , $ 481 , $ 444 , $ 500 , $ 59 , $ 371 , $ 163 ,1,1,0
5530020187,5543692457,Lawrence,Drinkwine,544,50,Empty Nesters, $ 417 , $ 607 , $ 73 , $ 362 , $ 533 , $ 434 , $ 150 , $ 456 , $ 321 ,1,0,1
5527721597,5541493740,Stephanie,Stange,154,26,Mom & Baby, $ 245 , $ 484 , $ 359 , $ 137 , $ 489 , $ 297 , $ 300 , $ 668 , $ 469 ,0,1,1
5531343152,5544951044,Irene,Beatty,552,43,Empty Nesters, $ 488 , $ 416 , $ 287 , $ 229 , $ 381 , $ 480 , $ 360 , $ 571 , $ 251 ,1,1,1
5529242520,5552829771,Teri,McGill,511,35,Empty Nesters, $ 128 , $ 587 , $ 158 , $ 63 , $ 501 , $ 108 , $ 481 , $ 667 , $ 249 ,1,0,1
5532151393,5545723585,Elizabeth,Kent,225,37,Young Couples, $ 394 , $ 359 , $ 174 , $ 204 , $ 358 , $ 225 , $ 297 , $ 502 , $ 362 ,1,1,1
5538344479,5551713364,Jamie,Durbin,112,37,Young Singles, $ 467 , $ 458 , $ 486 , $ 487 , $ 625 , $ 203 , $ 500 , $ 427 , $ 222 ,0,0,1
5538451220,5551817702,Scott,Brown,122,46,Young Singles, $ 57 , $ 642 , $ 303 , $ 204 , $ 489 , $ 438 , $ 184 , $ 477 , $ 59 ,1,0,1
5537692964,5551079241,Rob,Rossiter,154,42,Empty Nesters, $ 143 , $ 373 , $ 201 , $ 493 , $ 696 , $ 244 , $ 173 , $ 637 , $ 319 ,1,1,1
5539951093,5553508179,Delia,Zambrano,343,46,Young Singles, $ 480 , $ 682 , $ 197 , $ 457 , $ 644 , $ 455 , $ 335 , $ 363 , $ 352 ,0,0,0
5534143828,5547627377,Byron,Hock,525,39,Mom & Baby, $ 205 , $ 676 , $ 243 , $ 99 , $ 376 , $ 251 , $ 427 , $ 472 , $ 390 ,0,0,0
5539038488,5552388684,Casey,Barlow,241,21,Young Singles, $ 146 , $ 509 , $ 452 , $ 101 , $ 457 , $ 128 , $ 314 , $ 487 , $ 375 ,0,1,1
5533962177,5547457342,Michael,Carmody,313,55,Mom & Baby, $ 120 , $ 687 , $ 246 , $ 179 , $ 429 , $ 82 , $ 450 , $ 484 , $ 75 ,1,1,0
5536868909,5550274418,Kara,Buckley,123,52,Young Singles, $ 70 , $ 406 , $ 282 , $ 237 , $ 628 , $ 242 , $ 222 , $ 537 , $ 420 ,0,1,1
5534118880,5547604122,William,Scott,422,41,Mom & Baby, $ 284 , $ 645 , $ 497 , $ 137 , $ 325 , $ 251 , $ 177 , $ 323 , $ 157 ,0,1,0
5536682695,5550092016,Richard,Lane,245,54,Young Singles, $ 472 , $ 552 , $ 370 , $ 376 , $ 374 , $ 127 , $ 460 , $ 439 , $ 385 ,0,0,0
5539257375,5552603532,Marc,Paquin,321,32,Empty Nesters, $ 413 , $ 620 , $ 488 , $ 399 , $ 436 , $ 376 , $ 379 , $ 434 , $ 118 ,0,1,0
5530071236,5543740260,Kathy,Pederson,343,50,Young Singles, $ 90 , $ 485 , $ 133 , $ 106 , $ 644 , $ 421 , $ 227 , $ 490 , $ 57 ,1,1,1
5538673242,5552031306,Sandra,Bridwell-Walker,151,39,Young Couples, $ 479 , $ 525 , $ 126 , $ 329 , $ 691 , $ 480 , $ 391 , $ 521 , $ 477 ,0,0,1
5529343537,5543039579,Mary,Savage,325,26,Young Singles, $ 397 , $ 589 , $ 485 , $ 345 , $ 410 , $ 389 , $ 341 , $ 325 , $ 210 ,1,0,0
5530131864,5543797035,Jamie,Wadsworth,235,24,Young Couples, $ 128 , $ 322 , $ 202 , $ 51 , $ 444 , $ 302 , $ 104 , $ 326 , $ 274 ,1,1,1
5538889372,5552242648,Mimi,Saunders,222,50,Mom & Baby, $ 197 , $ 680 , $ 248 , $ 382 , $ 386 , $ 459 , $ 395 , $ 495 , $ 161 ,1,1,0
5539559309,5553147968,Eugene,Campbell,315,25,Young Singles, $ 345 , $ 637 , $ 108 , $ 393 , $ 431 , $ 67 , $ 399 , $ 628 , $ 180 ,1,1,0
5527379572,5541173393,Simone,Barrett,133,26,Young Couples, $ 417 , $ 634 , $ 422 , $ 353 , $ 434 , $ 330 , $ 285 , $ 675 , $ 262 ,0,1,1
5539785485,5553353661,Jean,Borbidge,233,40,Mom & Baby, $ 237 , $ 414 , $ 322 , $ 387 , $ 342 , $ 430 , $ 104 , $ 682 , $ 238 ,1,0,0
5538288915,5551658861,Kelley,Laswell,114,35,Mom & Baby, $ 202 , $ 307 , $ 435 , $ 134 , $ 367 , $ 487 , $ 162 , $ 395 , $ 201 ,0,0,0
5534912074,5548364923,Anthony,Demarco,525,40,Matures, $ 284 , $ 488 , $ 240 , $ 342 , $ 491 , $ 181 , $ 229 , $ 510 , $ 302 ,0,0,0
5539736263,5553308747,Debra,Pittman,214,53,Young Couples, $ 271 , $ 414 , $ 127 , $ 211 , $ 569 , $ 181 , $ 312 , $ 546 , $ 364 ,0,0,0
5535894570,5549319244,Sally,Terveer,223,37,Young Singles, $ 358 , $ 587 , $ 100 , $ 321 , $ 372 , $ 228 , $ 461 , $ 638 , $ 276 ,1,1,1
5533310786,5546831821,Donna,Leonard,111,23,Young Couples, $ 291 , $ 632 , $ 61 , $ 475 , $ 524 , $ 119 , $ 111 , $ 519 , $ 349 ,1,0,1
5526406437,5540230436,Kelli,Hibdon,533,33,Empty Nesters, $ 183 , $ 398 , $ 484 , $ 75 , $ 341 , $ 242 , $ 351 , $ 672 , $ 320 ,0,0,1
5530229724,5543888927,Belinda,Whittington,222,51,Empty Nesters, $ 245 , $ 590 , $ 84 , $ 372 , $ 700 , $ 315 , $ 138 , $ 392 , $ 472 ,0,0,0
5526136359,5539977519,Jenice,Stanton,254,26,Young Couples, $ 72 , $ 603 , $ 66 , $ 460 , $ 464 , $ 310 , $ 61 , $ 440 , $ 460 ,0,1,0
5538319371,5551688704,Tom,Skelton,121,40,Young Couples, $ 321 , $ 346 , $ 454 , $ 189 , $ 542 , $ 232 , $ 216 , $ 362 , $ 306 ,0,0,1
5532958241,5546499849,Denise,Divito,143,39,Matures, $ 129 , $ 385 , $ 231 , $ 74 , $ 598 , $ 286 , $ 389 , $ 404 , $ 109 ,1,0,0
5535741522,5549169490,Megan,Villarreal,241,23,Matures, $ 258 , $ 691 , $ 444 , $ 304 , $ 552 , $ 279 , $ 326 , $ 411 , $ 292 ,0,1,0
5539564127,5553152368,Lynn,Leon,432,52,Young Singles, $ 138 , $ 534 , $ 295 , $ 223 , $ 641 , $ 454 , $ 247 , $ 372 , $ 139 ,1,1,1
5538996667,5552347722,Debra,Krause,242,32,Mom & Baby, $ 355 , $ 517 , $ 441 , $ 426 , $ 644 , $ 456 , $ 145 , $ 313 , $ 202 ,1,0,0
5736031228,5736038274,Melissa,Starry,441,49,Empty Nesters, $ 433 , $ 482 , $ 51 , $ 481 , $ 346 , $ 146 , $ 107 , $ 548 , $ 251 ,0,1,0
5539049818,5552909869,Robert,Geissler,233,38,Young Singles, $ 121 , $ 627 , $ 383 , $ 445 , $ 603 , $ 123 , $ 395 , $ 311 , $ 57 ,1,0,0
5538083263,5551460771,Matt,King,543,31,Young Couples, $ 418 , $ 404 , $ 363 , $ 57 , $ 572 , $ 431 , $ 310 , $ 475 , $ 169 ,0,0,1
5539736446,5553308909,Colin,Dwyer,125,24,Young Singles, $ 494 , $ 682 , $ 411 , $ 138 , $ 395 , $ 392 , $ 478 , $ 313 , $ 281 ,0,1,0
5536523828,5549935940,Stephani,Voight,322,34,Young Singles, $ 278 , $ 624 , $ 348 , $ 465 , $ 546 , $ 348 , $ 408 , $ 604 , $ 485 ,1,1,0
5879635545,5879640963,Candice,McCool,452,36,Mom & Baby, $ 386 , $ 586 , $ 374 , $ 333 , $ 673 , $ 465 , $ 389 , $ 385 , $ 281 ,1,0,1
5733918122,5733926604,Matthew,Dunbar,341,50,Empty Nesters, $ 377 , $ 348 , $ 215 , $ 69 , $ 593 , $ 427 , $ 292 , $ 363 , $ 201 ,1,0,0
5526402339,5552731500,Thomas,Budnick,215,21,Young Couples, $ 63 , $ 467 , $ 463 , $ 393 , $ 637 , $ 176 , $ 211 , $ 501 , $ 116 ,1,1,1
5653416222,5653978002,Vickie,Crone,451,23,Young Couples, $ 63 , $ 585 , $ 185 , $ 460 , $ 397 , $ 269 , $ 273 , $ 581 , $ 260 ,1,1,1
5539737201,5553309609,Joan,Hutchins,414,38,Mom & Baby, $ 247 , $ 582 , $ 201 , $ 245 , $ 524 , $ 202 , $ 393 , $ 461 , $ 114 ,0,1,1
5530176817,5543839170,Michelle,Johnson,222,55,Empty Nesters, $ 237 , $ 416 , $ 66 , $ 235 , $ 336 , $ 307 , $ 258 , $ 464 , $ 494 ,0,1,1
5528197740,5541949995,Nathan,Morrow,344,29,Matures, $ 323 , $ 321 , $ 296 , $ 222 , $ 372 , $ 112 , $ 122 , $ 302 , $ 125 ,0,0,1
5538757646,5552113516,Steve,Harvey,124,26,Matures, $ 110 , $ 370 , $ 416 , $ 379 , $ 396 , $ 207 , $ 122 , $ 321 , $ 126 ,0,1,1
5739994371,5739996920,Sue,Jona,421,46,Mom & Baby, $ 389 , $ 311 , $ 138 , $ 114 , $ 513 , $ 404 , $ 193 , $ 668 , $ 409 ,1,0,0
5539513578,5553106423,Brenda,Pressley,523,44,Matures, $ 352 , $ 321 , $ 139 , $ 90 , $ 416 , $ 348 , $ 249 , $ 512 , $ 398 ,0,0,0
5536552202,5549963882,Patricia,MacCubbin,453,45,Empty Nesters, $ 181 , $ 643 , $ 436 , $ 438 , $ 403 , $ 118 , $ 53 , $ 548 , $ 478 ,1,0,0
5526367201,5540193797,Wayne,Wofford,222,26,Mom & Baby, $ 411 , $ 400 , $ 448 , $ 390 , $ 397 , $ 249 , $ 306 , $ 522 , $ 101 ,0,0,1
5533185476,5546712647,Donald,Moritz,523,29,Mom & Baby, $ 239 , $ 633 , $ 290 , $ 462 , $ 526 , $ 98 , $ 117 , $ 510 , $ 300 ,0,0,1
5539731729,5553304602,David,Owens,143,44,Matures, $ 148 , $ 603 , $ 461 , $ 220 , $ 397 , $ 256 , $ 219 , $ 467 , $ 478 ,0,1,1
5530307477,5543961606,Stuart,Farmer,535,40,Mom & Baby, $ 368 , $ 579 , $ 396 , $ 303 , $ 336 , $ 251 , $ 222 , $ 455 , $ 180 ,1,1,0
5531160628,5544779029,Jean,Beasley,344,48,Matures, $ 220 , $ 342 , $ 108 , $ 379 , $ 479 , $ 166 , $ 202 , $ 380 , $ 171 ,1,1,1
5910429824,5910441156,Mary,Maksimik,541,38,Matures, $ 370 , $ 524 , $ 157 , $ 460 , $ 348 , $ 336 , $ 271 , $ 374 , $ 475 ,1,1,0
5534591119,5548057452,Crystal,Dahlia,553,25,Young Couples, $ 259 , $ 320 , $ 288 , $ 399 , $ 611 , $ 303 , $ 364 , $ 666 , $ 273 ,1,0,1
5538437157,5551804008,Michelle,Griffith,322,30,Young Singles, $ 103 , $ 619 , $ 363 , $ 72 , $ 423 , $ 397 , $ 103 , $ 331 , $ 167 ,1,0,0
5539861440,5553425130,Kerry,Manders,514,35,Empty Nesters, $ 117 , $ 519 , $ 217 , $ 473 , $ 359 , $ 265 , $ 352 , $ 495 , $ 266 ,1,0,0
5532179829,5545750145,Randy,Brooks,515,43,Young Couples, $ 110 , $ 365 , $ 358 , $ 120 , $ 600 , $ 294 , $ 131 , $ 498 , $ 373 ,0,0,1
5531699200,5545293899,James,Rasile,412,26,Empty Nesters, $ 463 , $ 590 , $ 93 , $ 446 , $ 545 , $ 132 , $ 417 , $ 505 , $ 433 ,0,1,1
5532072728,5545649868,Holly,Hewitt,255,42,Young Singles, $ 410 , $ 487 , $ 330 , $ 198 , $ 587 , $ 283 , $ 80 , $ 692 , $ 108 ,0,1,1
5539596514,5553181759,James,Weber,225,42,Empty Nesters, $ 257 , $ 478 , $ 252 , $ 236 , $ 558 , $ 286 , $ 233 , $ 620 , $ 258 ,0,1,1
5536011570,5549433515,Jack,Grimes,223,33,Mom & Baby, $ 329 , $ 311 , $ 280 , $ 151 , $ 640 , $ 451 , $ 109 , $ 642 , $ 384 ,0,0,0
5539359196,5552703815,Lisa,Grimm,341,21,Young Couples, $ 155 , $ 527 , $ 304 , $ 459 , $ 312 , $ 316 , $ 200 , $ 399 , $ 61 ,1,0,0
5527375435,5541169543,Renee,Moore,522,24,Young Singles, $ 261 , $ 655 , $ 206 , $ 388 , $ 494 , $ 322 , $ 202 , $ 653 , $ 142 ,1,0,1
5539279685,5552625469,Peter,Hagstrom,321,40,Empty Nesters, $ 499 , $ 666 , $ 467 , $ 308 , $ 441 , $ 229 , $ 467 , $ 693 , $ 251 ,0,0,1
5530155019,5543818703,Kalen,Paxton,453,30,Matures, $ 433 , $ 641 , $ 136 , $ 280 , $ 665 , $ 248 , $ 184 , $ 421 , $ 168 ,0,0,0
5733762706,5733771148,Jacqueline,Wudkiewicz,454,46,Mom & Baby, $ 461 , $ 376 , $ 184 , $ 110 , $ 392 , $ 90 , $ 474 , $ 462 , $ 435 ,0,1,0
5534100775,5552937946,Al,Zalopany,424,43,Young Couples, $ 111 , $ 418 , $ 195 , $ 90 , $ 401 , $ 299 , $ 105 , $ 659 , $ 151 ,0,0,1
5529358417,5543053411,Elyse,Perrone,323,38,Young Couples, $ 311 , $ 638 , $ 362 , $ 310 , $ 322 , $ 434 , $ 97 , $ 661 , $ 197 ,0,0,1
5533195128,5546721702,Dianne,Motta,234,50,Young Couples, $ 238 , $ 372 , $ 81 , $ 492 , $ 331 , $ 347 , $ 117 , $ 676 , $ 434 ,0,1,1
5532201389,5545770357,Earl,Jennings,315,53,Empty Nesters, $ 150 , $ 388 , $ 180 , $ 200 , $ 672 , $ 160 , $ 425 , $ 581 , $ 194 ,0,1,1
5531220945,5544835528,Michelle,Holmes,343,41,Matures, $ 498 , $ 671 , $ 407 , $ 58 , $ 658 , $ 307 , $ 131 , $ 684 , $ 258 ,1,0,1
5539395886,5552999368,Victoria,Gustafson,344,20,Mom & Baby, $ 66 , $ 334 , $ 450 , $ 386 , $ 346 , $ 180 , $ 447 , $ 486 , $ 300 ,0,1,0
5529198807,5542904061,Kathy,Phillips,144,42,Young Singles, $ 207 , $ 643 , $ 349 , $ 184 , $ 507 , $ 317 , $ 463 , $ 465 , $ 387 ,0,0,0
5526184013,5540022144,Tiffany,Lowe,321,34,Young Couples, $ 306 , $ 465 , $ 55 , $ 441 , $ 401 , $ 180 , $ 55 , $ 348 , $ 79 ,0,1,0
5538432146,5551799122,Rachel,McDuff,242,36,Matures, $ 109 , $ 380 , $ 250 , $ 260 , $ 493 , $ 364 , $ 343 , $ 632 , $ 56 ,1,0,1
