INDIVIDUAL_ID,HOUSEHOLD_ID,FIRST_NAME,LAST_NAME,RFV Score,Age,Life Stage, Shoes-PriceTier , Home-PriceTier , Garden-Pricetier 
5535992817,5549415188,Lionel,Young,412,31,Young Singles,Good,Best,Good
5532311344,5545875385,Carolyn,Solon,131,49,Empty Nester,Good,Better,Good
5526282846,5540114624,Tom,Arliskas,241,33,Young Singles,Good,Best,Best
5537796107,5551180043,Merry,Liebig,254,43,Young Singles,Better,Best,Best
5538339213,5551708199,Patrick,Trakul,144,45,Mature,Good,Best,Good
5539599187,5553184191,Kenneth,Lemanowicz,241,52,Mom & Baby,Better,Good,Good
5538277416,5551647670,Sydney,Nishida,114,35,Mom & Baby,Good,Better,Good
5537911711,5551293331,Laura,Gough,522,34,Empty Nester,Best,Good,Better
5538666788,5552025174,Shannon,Henry,243,21,Mature,Better,Better,Better
5528406528,5542145291,Patrick,Graham,114,55,Mom & Baby,Good,Better,Better
5679214910,5680682497,Matthew,Murray,355,26,Mom & Baby,Better,Best,Good
5817814339,5817817876,Brian,Turner,421,39,Mature,Best,Better,Good
5537062640,5550463961,Robert,Haughton,333,39,Young Couple,Good,Better,Best
5528383965,5542124210,Patricia,Munson,325,31,Mom & Baby,Good,Better,Best
5527671205,5541446362,Rozanne,Odell,155,23,Young Couple,Better,Best,Good
5528404791,5542143650,Patti,Newton,344,27,Young Couple,Good,Best,Best
5537264224,5550661268,Elizabeth,Charleston,421,42,Mature,Good,Best,Best
5531201520,5544817428,Joyce,Herman,125,45,Mature,Better,Best,Best
5538704588,5552061623,Tammy,Kipp,124,44,Young Couple,Good,Best,Better
5529152330,5542860584,Carol,Elliott,523,28,Mom & Baby,Best,Good,Good
5533867935,5547369372,Bernard,Farkas,232,43,Empty Nester,Good,Best,Best
5527687015,5541461126,Richard,Skibbie,522,39,Empty Nester,Better,Better,Better
5526181268,5540019579,Jeremy,Huber,454,54,Young Singles,Best,Best,Better
5530261445,5543918552,Teresa,Parker,444,55,Empty Nester,Best,Best,Better
5527700693,5541473775,Shannon,Free,225,34,Young Couple,Best,Best,Better
5538686079,5552043720,Kati,Eve,522,34,Young Couple,Better,Best,Good
5535775005,5549202251,Tricia,Zigrang,133,52,Young Couple,Good,Better,Best
5532145298,5545717958,Ginny,Beardsley,313,44,Mom & Baby,Good,Better,Better
5539933149,5553492082,Paula,King,154,45,Mature,Good,Best,Good
5533131601,5546662413,Dorothy,Heun,145,51,Empty Nester,Better,Best,Best
5907560664,5907572284,Bonnie,Denoyer,552,25,Young Singles,Best,Good,Better
5539236285,5552582812,Carley,Esse,342,30,Mom & Baby,Good,Best,Best
5529984053,5543658505,Lavonne,Outlaw,252,50,Mature,Best,Better,Better
5527537776,5541321341,Susan,Lubalin,214,42,Mom & Baby,Good,Better,Good
5533914184,5547412556,Brenda,Slone,135,24,Empty Nester,Good,Good,Good
5534093500,5547580540,Caryn,Birish,222,38,Young Singles,Better,Better,Better
5531179425,5552803137,Jorge,Arroyo,243,53,Young Couple,Better,Better,Good
5530016527,5543689023,Kristin,Creel,512,51,Young Couple,Best,Best,Best
5532163745,5545735120,George,Freitas,445,30,Young Singles,Good,Better,Better
5528110654,5541868522,Dan,Powley,421,40,Mature,Better,Good,Better
5531273039,5544884161,James,Klein,423,52,Young Singles,Good,Best,Better
5534441011,5552836922,Capen,Brinkley,353,50,Mom & Baby,Good,Good,Better
5537873421,5551255823,Maribeth,Wieck,343,54,Empty Nester,Good,Better,Better
5531933728,5545520030,Heather,Cryer,321,38,Mom & Baby,Best,Good,Better
5538639437,5551999006,Jan,Goldsworthy,253,38,Young Couple,Best,Good,Better
5538657219,5552015808,Kimberly,Thom,422,27,Mom & Baby,Better,Best,Good
5531285682,5544895913,Jon,Gouge,455,45,Empty Nester,Good,Best,Best
5538886634,5552239979,Sarai,Cowin,221,55,Empty Nester,Good,Good,Good
5526404680,5540228784,Thomas,Duffy,312,40,Young Singles,Best,Best,Best
5529303541,5543002205,Lynn,Shoemaker,324,25,Mature,Good,Good,Good
5529800481,5543480592,Caroline,Struve,214,42,Empty Nester,Better,Better,Best
5539356499,5552701176,Gordon,Hayes,341,21,Young Couple,Best,Best,Best
5538519892,5551884220,Nicole,Workman,131,34,Mom & Baby,Better,Good,Good
5539197058,5552544320,Phil,Battaglia,311,43,Young Couple,Good,Good,Better
5527677545,5541452282,Sandra,Guire,414,42,Young Singles,Better,Better,Best
5539350048,5552694811,Elizabeth,Daszkowski,342,44,Young Singles,Good,Better,Better
5529164109,5542871628,Mary,Kovac,151,43,Empty Nester,Better,Best,Best
5527630661,5541408539,Suzi,Walters,445,28,Mom & Baby,Good,Best,Better
5532919069,5546463233,Francine,Dronick,543,25,Empty Nester,Better,Best,Good
5536913954,5550318546,Kim,Ostovich,114,40,Empty Nester,Better,Good,Good
5538678792,5552036637,Nancy,Stahl,254,42,Young Couple,Better,Good,Good
5537410983,5550804132,Melvina,Lovett,345,48,Empty Nester,Good,Better,Best
5826708308,5826719032,Elizabeth,Harlow,431,46,Mature,Best,Best,Better
5531226550,5544840748,Helen,Chandanais,412,54,Young Couple,Good,Best,Good
5957081707,5957086414,Dominic,Delauney,552,54,Young Singles,Best,Better,Better
5923629393,5923642554,Damali,Gaddie,451,30,Mature,Good,Better,Good
5533210886,5546736356,Dawn,Hardin,145,47,Mature,Better,Better,Best
5739877749,5739885888,Curtis,Mitchell,421,35,Empty Nester,Better,Better,Best
5527656659,5541432801,Rachel,Sienkiewicz,234,26,Young Couple,Better,Best,Good
5533200267,5546726479,Jo,Meese,515,38,Mature,Good,Better,Good
5533368288,5546887142,Donna,Tidwell,315,40,Empty Nester,Best,Better,Good
5526415745,5540239172,Sandra,Wolz,244,34,Young Singles,Better,Better,Better
5539395923,5552999402,Kenneth,Johnson,225,41,Mature,Better,Good,Good
5539605652,5553190081,Julie,Howard,323,21,Young Couple,Best,Good,Best
5534922197,5548374338,Adam,Wood,313,23,Empty Nester,Good,Best,Better
5534935345,5548386587,Alan,Brown,425,25,Young Singles,Best,Better,Good
5534917103,5548369598,Patsy,Ciriello,514,49,Young Couple,Best,Best,Best
5526939334,5540747504,Violeta,Prelvukaj,145,36,Young Couple,Better,Better,Best
5529474464,5552838254,Mike,Moran,523,29,Mature,Best,Better,Good
5532966902,5546507908,Marilyn,Bresnahan,213,25,Mom & Baby,Good,Better,Best
5534385801,5547859189,Ashlee,Wilcox,543,55,Mom & Baby,Better,Better,Best
5533956498,5547452035,Christine,Schofield,511,55,Empty Nester,Better,Better,Good
5539886712,5553449290,Harry,Hopkins,312,51,Empty Nester,Best,Best,Best
5527424799,5552761324,Sandy,Arbushites,332,48,Empty Nester,Good,Good,Good
5527400213,5541192715,Stephen,Radack,334,50,Young Couple,Better,Better,Best
5539913140,5553474557,Patricia,Clouatre,553,38,Young Singles,Better,Good,Best
5530164069,5543827213,Judith,Oaldon,523,40,Mom & Baby,Good,Good,Better
5528375552,5542116355,Petra,Russell,433,52,Mature,Good,Good,Best
5538890183,5552243445,Austin,Johnese,221,22,Empty Nester,Good,Best,Better
5535967113,5549390102,Tracy,Bogart,323,45,Young Singles,Better,Best,Better
5538292906,5552814014,Stephanie,Barnhardt,122,55,Young Singles,Better,Best,Best
5527697578,5552776057,Rose,Klein-Seymour,355,21,Mature,Better,Better,Best
5538485355,5551850859,Jon,Dilorenzo,131,24,Empty Nester,Good,Better,Better
5735438845,5735441600,John,McGlynn,352,38,Empty Nester,Better,Good,Better
5532188155,5545757966,Juanita,Pack,124,32,Mom & Baby,Better,Better,Best
5532175032,5545745651,Melissa,Hoyne,225,55,Mom & Baby,Better,Good,Good
5529351319,5543046864,Monique,Daugherty,312,50,Young Singles,Good,Best,Better
5530269266,5543925901,Kathi,Whitson,445,29,Young Couple,Good,Better,Best
5532200608,5545769625,Georgeane,Hand,115,45,Empty Nester,Good,Better,Good
5526388818,5540213910,Terri,Nelson,535,40,Empty Nester,Better,Good,Good
5537057915,5550459332,Roxanne,Sullivan,322,32,Young Couple,Better,Best,Better
5532146638,5545719209,George,Roberts,324,28,Mature,Best,Better,Good
5528354082,5542096355,Ernest,Niehoff,535,27,Empty Nester,Better,Best,Best
5533187512,5546714559,Douglas,Demmons,335,51,Young Singles,Best,Best,Better
5923626322,5923639543,Bobbie,Fifer,531,23,Mature,Best,Best,Good
5529336374,5543032898,Lisa,Lux,225,51,Young Couple,Best,Good,Good
5538181509,5551555393,Kandra,Wilkerson,211,55,Young Singles,Good,Best,Better
5533147381,5546677132,Myrna,Bell,455,26,Mature,Good,Good,Good
5530294116,5543949078,Katherine,Faughnan,455,54,Empty Nester,Better,Good,Better
5538956300,5552308207,Jeff,Willey,221,41,Young Couple,Best,Best,Better
5817814641,5817818167,Donelle,Mills,421,55,Mom & Baby,Better,Good,Best
5528384071,5542124312,Peter,Dignan,545,43,Young Couple,Good,Best,Best
5538693834,5552051184,Tracie,Sorensen,142,39,Empty Nester,Best,Best,Best
5537801234,5551185038,Francis,Ford,221,48,Mom & Baby,Best,Good,Best
5534095532,5547582427,Carol,Glowacki,214,55,Mom & Baby,Better,Best,Good
5528379294,5542119865,Natalie,Uribe,512,54,Young Couple,Better,Good,Better
5534086673,5547574193,Beccy,Wren,413,20,Empty Nester,Better,Better,Good
5531270220,5544881528,John,Bever,145,26,Mom & Baby,Best,Best,Better
5533122752,5546654093,Richard,Billings,224,54,Mom & Baby,Best,Better,Better
5534277485,5547754674,Brittney,Burt,332,38,Young Couple,Good,Better,Better
5526397513,5540222067,Angela,Witte,313,26,Mom & Baby,Best,Best,Good
5680087931,5681482701,Kristen,Roberts,351,33,Young Couple,Good,Good,Better
5533069230,5546603727,Donna,Sprouse,233,24,Empty Nester,Good,Best,Best
5531013544,5544641370,John,Calvin,532,23,Mom & Baby,Best,Good,Good
5531604946,5545202869,Joanne,Lane,553,47,Empty Nester,Best,Good,Good
5536794846,5550201960,Barbara,Kneeland,513,51,Young Singles,Best,Better,Good
5530246411,5543904556,James,Warren,515,49,Young Couple,Better,Good,Good
5528428659,5542165790,Lee,Lattig,354,38,Empty Nester,Best,Better,Good
5535841618,5549267384,Dawn,Purtlebaugh,235,30,Mature,Best,Best,Better
5536611513,5550022135,Nora,Norman,525,34,Empty Nester,Good,Good,Best
5537158583,5550557805,Baltazar,Guzman,154,52,Young Couple,Best,Better,Best
5534935117,5548386370,Arthur,Waugh,445,54,Young Couple,Good,Best,Best
5538379413,5551747629,Angela,Rizzo,133,44,Empty Nester,Best,Good,Good
5528366595,5542108009,Elizabeth,Ojeda,425,27,Mom & Baby,Better,Best,Good
5539508190,5553101477,Paul,Nadeau,424,50,Mom & Baby,Good,Best,Better
5527608427,5541387769,Richard,Sternitzke,535,54,Mature,Best,Better,Good
5528399695,5542138897,Marcial,Vidal,555,26,Mature,Best,Better,Best
5539199178,5552546389,Kelsey,Gaston,311,43,Young Couple,Good,Good,Best
5537180539,5550579288,John,Ortiz,225,26,Mom & Baby,Better,Best,Better
5529268730,5542969772,Philip,Guerriero,322,28,Mom & Baby,Best,Better,Best
5530965410,5544596430,Jennifer,Green,152,30,Young Singles,Better,Better,Good
5534847549,5548304329,Agnes,Rennie,554,24,Empty Nester,Best,Best,Best
5539876656,5553439700,Charlie,Kuehn,522,35,Young Singles,Good,Better,Best
5532210470,5545778860,Sharon,Derby,145,24,Young Singles,Better,Better,Best
5528425787,5542163132,Penelope,Gibbs,525,38,Young Singles,Best,Better,Good
5536894557,5550299546,Nancy,Heller,351,35,Mom & Baby,Better,Good,Good
5533135153,5546665737,Donna,Jacob,424,48,Young Couple,Better,Better,Good
5539747512,5553319052,Delrio,Dean,335,34,Mom & Baby,Better,Good,Best
5537561851,5550951318,Hubert,Bianco,454,39,Empty Nester,Good,Best,Best
5534095184,5547582104,Cindy,Burger,324,52,Mature,Best,Good,Better
5734562651,5734569012,Joann,Andrews,352,22,Mom & Baby,Better,Best,Better
5536968489,5550371903,Josephine,Slater,324,41,Young Singles,Good,Best,Best
5531202825,5544818648,Jillian,Scaramuzzino,545,24,Young Couple,Good,Better,Better
5534854132,5548310486,Albert,Gatto,235,43,Empty Nester,Better,Better,Good
5923628614,5923641784,Mourren,Evans,531,29,Young Couple,Best,Best,Best
5538749328,5552105363,Barbara,Kantor,454,54,Young Singles,Best,Good,Good
5531035653,5544662031,Jackie,Matichuk,412,47,Mature,Better,Better,Best
5531261821,5544873683,John,McCombs,455,33,Empty Nester,Better,Good,Best
5532203377,5545772208,Marsha,Hayes,335,30,Young Couple,Best,Best,Better
5534942750,5548393522,Andrew,Bekuhrs,155,50,Empty Nester,Better,Good,Best
5538311550,5551681019,Phyllis,Clancy,331,53,Young Couple,Better,Best,Good
5537433303,5550825845,Shelli,Singleton,535,54,Young Couple,Best,Better,Better
5527830790,5541598776,Steven,Cook,441,20,Empty Nester,Good,Better,Good
5527613818,5541392824,Sabrina,Thompson,435,42,Mature,Better,Best,Best
5534925117,5544464010,H,Batty,315,20,Mature,Better,Best,Better
5907555692,5907567390,Julie,London,511,20,Empty Nester,Good,Best,Best
5531229479,5544843493,Heidi,Parker,213,31,Empty Nester,Good,Best,Good
5531193197,5544809652,Jacqueline,Dumka,512,38,Young Singles,Good,Better,Good
5529821001,5543500532,Cynthia,Vanchy,553,54,Young Singles,Better,Good,Good
5534908719,5548361772,Ann,Williams,125,24,Empty Nester,Best,Good,Best
5527681920,5541456373,Ron,Steiner,243,39,Young Singles,Good,Best,Good
5536701147,5550110130,Barbara,Shramo,323,34,Young Couple,Better,Good,Good
5537249983,5550647302,Lynn,Shiner,415,45,Mom & Baby,Best,Good,Best
5532109404,5545684264,Jill,Rossetto,412,43,Empty Nester,Good,Good,Better
5902137135,5902145586,R,Bartscherer,511,45,Mature,Best,Best,Best
5530249003,5543906943,Saul,Shenberg,523,54,Mature,Best,Best,Good
5529180686,5542887117,Merle,Grandberg,454,24,Mom & Baby,Good,Better,Better
5533055204,5546590545,Derek,Denny,523,26,Empty Nester,Best,Best,Best
5538639136,5551998708,Laura,Kaufman,411,30,Empty Nester,Best,Better,Better
5533973395,5547467825,Candace,Bailey,535,22,Mom & Baby,Better,Better,Better
5529316298,5543014147,Rebecca,Lynch,123,49,Mature,Good,Best,Good
5538703963,5552061026,Janie,Hulbert,151,54,Empty Nester,Good,Good,Good
5531963728,5545548021,Gene,Jestus,132,53,Empty Nester,Better,Best,Best
5734084137,5734093116,John,Huffman,352,49,Young Singles,Better,Better,Best
5538347354,5551716186,Kathryn,Cullen,113,43,Young Couple,Good,Good,Best
5527571728,5541353237,Amy,Head,453,30,Young Couple,Best,Best,Best
5530323960,5543976931,Kathy,Norton,535,20,Mom & Baby,Good,Good,Best
5532763666,5546314336,Tiffany,Hendricks,413,42,Mature,Better,Better,Better
5532880421,5546426949,Dale,Law,232,24,Mom & Baby,Best,Good,Good
5534464564,5547935199,Autumn,Dalton,552,37,Young Singles,Better,Better,Good
5530090563,5543758386,Debi,Glenn,453,44,Young Couple,Best,Good,Better
5539786955,5553355003,Robert,Siegel,133,35,Mom & Baby,Good,Better,Good
5538640216,5551690005,Alicia,Whitington,551,26,Mature,Better,Best,Best
5528093814,5552731570,Rand,Weinberg,343,55,Young Couple,Best,Better,Good
5538882123,5552235543,Randal,Stephenson,254,44,Mom & Baby,Best,Good,Best
5539068220,5552731111,Lindsay,Marrion,353,54,Young Singles,Best,Good,Good
5526122557,5539964556,Thursia,Harris,444,38,Young Singles,Best,Best,Better
5680261579,5681641876,John,Grady,332,28,Empty Nester,Better,Best,Best
5539257407,5552603563,Steve,Penouel,321,25,Young Singles,Better,Better,Good
5526119604,5539961802,Coletta,Rhoads,444,55,Mom & Baby,Good,Best,Better
5538302064,5551671715,Glenia,Monroy,153,31,Young Couple,Good,Best,Best
5527632432,5541410194,Candice,Garey,524,22,Mature,Better,Best,Best
5533450302,5551745281,Donna,Muhm,431,39,Young Singles,Better,Better,Better
5539769945,5553339484,Vera,Gibson,443,48,Mom & Baby,Better,Better,Good
5539066772,5552416418,Lindsey,Davis,242,26,Young Couple,Best,Best,Good
5532113623,5545688241,Erika,Wesner,452,23,Young Couple,Best,Better,Best
5539457239,5553055125,Patti,Baldwin,512,52,Young Couple,Best,Better,Good
5533562024,5547074064,Debbie,Buerger,511,21,Mom & Baby,Good,Better,Best
5539254058,5552600279,Matthew,Remick,321,36,Young Couple,Best,Best,Better
5539687975,5553264753,Eleanor,Pojas,255,38,Mom & Baby,Best,Good,Good
5539260099,5552606197,Kimberly,Sharpless,332,30,Young Singles,Better,Better,Better
5537118530,5550518610,Jordan,Stern,424,52,Mature,Better,Better,Good
5531009686,5544637759,Johnbill,Lomax,321,34,Mature,Good,Best,Best
5533122954,5546654276,Dora,Richards,355,47,Mom & Baby,Good,Best,Better
5529306391,5543004892,Marvin,Greenberg,415,50,Young Singles,Better,Better,Good
5539887479,5553450025,Wendy,Reading,525,45,Young Couple,Best,Good,Good
5538400317,5551768101,Carolyn,Grieb,121,35,Mature,Good,Better,Better
5539586355,5553172537,Kay,Reeves,114,22,Mom & Baby,Good,Good,Best
5537239764,5550637304,Cheri,Anderson,234,20,Empty Nester,Best,Better,Best
5538293553,5551663394,Deborah,Vrana,121,40,Mom & Baby,Better,Best,Better
5537669491,5551056278,Gerald,Potwin,222,55,Mom & Baby,Better,Better,Best
5538559521,5551922248,Emily,Duch,254,31,Empty Nester,Better,Better,Better
5536044074,5549465284,Bill,Howard,134,24,Young Couple,Good,Good,Good
5533067799,5546602392,Cynthia,Comfort,243,25,Empty Nester,Best,Best,Good
5537300177,5550696506,Melissa,Harris,353,26,Mature,Best,Good,Good
5530963140,5544594288,John,Silva,532,51,Young Singles,Better,Better,Better
5956748067,5956752903,Yareli,Cortez,551,50,Mature,Good,Best,Better
5526364511,5540191288,Tom,Metz,515,24,Mature,Better,Better,Good
5526275325,5540107589,James,Zeigler,534,55,Mom & Baby,Good,Good,Good
5949412115,5949418339,Kathy,McConnell,551,27,Empty Nester,Best,Better,Best
5539643242,5553224168,Jenifer,Stanford,513,20,Empty Nester,Best,Best,Best
5526374594,5540200655,Tracy,Scull,413,31,Empty Nester,Good,Best,Best
5538728323,5552084775,Eduardo,Molina,311,36,Mature,Good,Best,Good
5941708047,5941732475,Lawrence,Perna,541,43,Young Singles,Better,Best,Good
5537334507,5550730037,Costco,Customer,123,39,Empty Nester,Better,Best,Good
5949415114,5949421294,Nadine,Achkar,551,28,Mom & Baby,Better,Good,Better
5941706523,5941730980,William,Ruggier,552,52,Young Couple,Best,Better,Better
5528372518,5542113543,Deborah,Reynolds,513,29,Young Couple,Best,Best,Better
5538150059,5551525135,Erica,Tenney,113,50,Young Singles,Better,Best,Better
5536276750,5549692773,Robert,Carroll,411,51,Mature,Better,Good,Best
5538793665,5552148885,Jacqueline,Richart,212,46,Empty Nester,Good,Better,Best
5528335834,5542079361,Pat,Schamerhorn,213,20,Young Couple,Good,Better,Better
5536621939,5550032380,Aaron,Kuntz,513,38,Empty Nester,Best,Good,Good
5538750634,5552106641,Erin,Rogers,142,36,Young Singles,Better,Good,Better
5539615649,5553199184,Linda,Hale,311,40,Young Singles,Better,Better,Good
5526369746,5540196169,Victoria,Schumann,412,54,Empty Nester,Better,Best,Good
5538121935,5551498032,Donna,Maxwell,242,33,Mom & Baby,Good,Better,Good
5539829055,5553394105,Thomas,Hatcher,513,55,Mom & Baby,Best,Good,Good
5537207450,5550605650,Debora,Dalton,435,29,Mature,Better,Good,Good
5537907181,5551288899,Brandee,Bruening,554,24,Empty Nester,Better,Good,Better
5532211975,5545780245,James,Raymond,435,31,Mom & Baby,Better,Good,Better
5538663359,5552021826,Melissa,Meylan,331,23,Mature,Best,Good,Good
5526443621,5540265524,Keith,Peare,232,48,Young Couple,Good,Good,Better
5536591561,5550002519,Karen,Thompson,145,23,Empty Nester,Better,Good,Best
5533073197,5546607485,Lisa,Sangrey,431,41,Young Singles,Good,Good,Better
5532960282,5546501748,Donald,Powell,413,25,Young Couple,Good,Best,Good
5533106994,5546639254,Diane,Rouse,124,30,Young Singles,Best,Good,Better
5532097806,5545673359,Tanya,Phillips,523,55,Young Couple,Good,Better,Best
5539855064,5553419022,Barbara,Watkins,513,29,Young Singles,Best,Best,Best
5539568287,5553156176,Marcy,Reed,254,37,Mature,Better,Better,Good
5536404037,5549817830,John,Burke,341,31,Empty Nester,Good,Best,Best
5528384829,5542125021,Jeanine,Derosa,255,31,Young Couple,Better,Best,Better
5539654305,5553234220,Iad,Madanat,225,47,Empty Nester,Good,Best,Better
5536595487,5550006376,Gary,Yakel,413,46,Young Couple,Better,Best,Good
5531088492,5544711372,Jennifer,Mann,342,53,Mature,Best,Good,Better
5539652513,5553232588,Jo,Reynolds,543,20,Young Singles,Best,Best,Good
5734251608,5734259779,Elizabeth,Cotter,352,39,Young Singles,Better,Good,Good
5527645215,5541422120,Susan,Borosh,334,55,Mature,Good,Better,Better
5539277805,5552623637,Maria,Ramos,331,55,Young Singles,Best,Good,Good
5530013180,5543685902,Karrlee,Limehouse,123,54,Young Couple,Good,Good,Better
5823593360,5823596118,Dani,Miller,421,25,Mom & Baby,Better,Good,Best
5536186873,5549604917,Sydney,Jensen,444,45,Young Couple,Better,Best,Best
5537913794,5551295368,Dolores,Davis,134,50,Empty Nester,Better,Better,Good
5930461202,5930468732,Evelyn,Campbell,541,43,Empty Nester,Best,Good,Best
5536115354,5549535009,Michele,Garcia,555,40,Young Couple,Good,Better,Better
5536776299,5550183810,Hank,Horn,255,52,Mature,Best,Best,Better
5530136507,5543801345,Jane,Tran,511,42,Young Couple,Best,Best,Better
5537652240,5551039410,Linda,Gilli,554,40,Young Couple,Best,Best,Good
5879635734,5879641149,Cassandra,Montgomery,441,47,Young Couple,Best,Good,Best
5537936500,5551317612,Kimberly,Demeester,134,20,Mature,Better,Better,Best
5538113727,5551490080,Kimberly,McCall,253,49,Empty Nester,Good,Better,Best
5912859934,5912873307,Drew,Turnbull,542,32,Mom & Baby,Good,Good,Better
5539371371,5552977089,Janis,Goshi,445,36,Mature,Good,Good,Best
5531198659,5544814754,Peggy,Johnson,523,34,Young Couple,Best,Best,Good
5536000637,5549422835,Mary,Kinder,441,23,Mom & Baby,Good,Better,Good
5680409693,5681777614,Daniel,Homza,541,33,Mom & Baby,Better,Good,Good
5538302523,5551672160,Sherri,Pendergrass,111,34,Mom & Baby,Good,Better,Best
5538355407,5551724090,Christi,Mumphrey,111,51,Mom & Baby,Better,Good,Best
5535908160,5549332576,Clinton,Ferrante,312,27,Empty Nester,Better,Best,Best
5538641805,5552001305,Parmanand,Nauth,141,55,Mature,Good,Better,Good
5539140301,5552488598,Kim,Seney,251,46,Empty Nester,Good,Good,Good
5528359581,5542101481,Richard,Adams,445,38,Empty Nester,Best,Best,Best
5535736683,5549164881,Edward,Bauchens,412,49,Mom & Baby,Best,Better,Best
5538841904,5552196138,Carolee,McFarland,211,24,Young Couple,Good,Better,Better
5539090420,5552439616,Jessica,Stephens,241,31,Young Couple,Best,Better,Better
5526405926,5552731693,William,Kiehl,133,49,Young Singles,Good,Better,Better
5528121344,5541878556,Catherine,Rennhack,455,20,Young Couple,Best,Better,Better
5528237067,5541986734,Richard,Kolberg,234,21,Empty Nester,Best,Best,Best
5529334385,5543031036,Christy,McNally,532,26,Mature,Good,Best,Better
5534151063,5552939048,Adam,Walton,525,52,Mature,Good,Better,Good
5530366097,5544017412,Lenore,Wait,432,52,Empty Nester,Better,Best,Better
5530223156,5543882760,Karen,Conticello,453,29,Empty Nester,Best,Better,Best
5533857330,5547359418,Robert,Dukes,215,26,Mom & Baby,Good,Good,Better
5530010389,5552849529,Ken,Flessas,545,55,Mature,Better,Better,Better
5539752243,5553323353,Donald,Hoeffner,124,33,Young Couple,Better,Good,Good
5539012655,5552363436,Randy,Jett,352,39,Mom & Baby,Better,Better,Good
5526260590,5540093811,Lisa,Barton,442,27,Young Couple,Good,Good,Best
5539647016,5553227576,Michelle,Johnson,111,30,Young Singles,Good,Better,Good
5528303013,5542048499,Paula,Small,413,28,Young Singles,Good,Best,Better
5529338967,5543035308,Molly,Thibault,423,51,Empty Nester,Better,Better,Good
5532893005,5546438745,Docia,Williams,512,28,Young Singles,Best,Best,Best
5534946648,5548397119,David,Crawford,214,43,Empty Nester,Best,Best,Best
5531229651,5544843655,Joette,Hanna,413,43,Young Couple,Better,Better,Better
5529152663,5542860895,Mary,Berube,124,44,Mom & Baby,Good,Good,Better
5533764595,5547270474,Colleen,Hantula,151,37,Empty Nester,Good,Best,Best
5527493032,5541279446,Sandra,Fritz,523,27,Young Singles,Good,Better,Best
5532143637,5545716407,Bruce,Frye,224,37,Empty Nester,Better,Best,Good
5537659410,5551046408,Kathleen,Scheuerman,411,40,Young Singles,Better,Good,Better
5538347399,5551716230,Grace,Hutchinson,113,33,Young Couple,Better,Better,Good
5539033094,5552383430,Jim,Buxton,232,29,Empty Nester,Good,Good,Good
5527663621,5541439297,Rodney,Hayes,314,39,Mature,Good,Better,Good
5527252200,5541050908,Sheryl,Rohr,134,32,Young Singles,Better,Best,Best
5531127978,5544748299,Jacque,Hoffman,124,51,Mature,Better,Good,Better
5539692230,5553268626,Peter,Granata,435,40,Young Singles,Better,Good,Good
5539920432,5553481091,Christopher,Burns,144,27,Young Couple,Good,Good,Best
5539349168,5552693943,Amanda,Tyler,342,45,Young Couple,Best,Better,Best
5539392178,5552995958,Wanda,Woody,234,34,Young Couple,Best,Good,Good
5530289943,5543945192,Kari,Kurtz,415,52,Empty Nester,Better,Better,Best
5531236342,5544849893,Jody,Spellman,255,44,Young Couple,Best,Good,Better
5530989582,5544618971,Joyce,Ohta,322,55,Mature,Best,Good,Best
5539363811,5552708362,Lisa,Nease,352,48,Mom & Baby,Best,Best,Good
5534154018,5547636878,Erica,Austin,214,23,Young Singles,Good,Best,Best
5539494660,5553089140,Michelle,Jones,555,52,Young Singles,Better,Better,Best
5538262450,5551633178,Patricia,Wilson,353,33,Empty Nester,Good,Best,Best
5539928698,5553488378,Spandana,Nagireddi,242,51,Empty Nester,Better,Best,Better
5533903724,5547402823,Brad,Suchanek,414,53,Empty Nester,Good,Good,Better
5538889139,5552242420,Paul,Armstrong,221,42,Mom & Baby,Good,Good,Best
5533197445,5546723863,Susan,Jackson,252,22,Young Couple,Better,Better,Good
5527645496,5541422381,Alison,Huff,345,24,Mom & Baby,Best,Good,Good
5539588775,5552811508,Judith,Lauletta,214,24,Empty Nester,Best,Good,Better
5538663898,5552022359,Robin,Gingerich,243,50,Young Couple,Best,Good,Good
5530006973,5543680100,Shirley,Millar,544,44,Mature,Better,Good,Better
5526316153,5540145964,Doug,Tegner,134,47,Mom & Baby,Good,Better,Best
5529265339,5542966598,Myrna,Kittle,114,41,Young Singles,Good,Good,Good
5531266026,5544877603,Elizabeth,Kahmke,223,34,Mom & Baby,Good,Better,Better
5531212819,5544827943,Frank,Migliorisi,235,40,Mom & Baby,Better,Good,Better
5527649431,5541426057,Patricia,Sheriff,424,52,Empty Nester,Good,Best,Good
5680253533,5681634438,Joan,Kelley,425,34,Young Couple,Good,Best,Good
5534081105,5547568959,Kristina,Archambault,445,29,Young Couple,Better,Good,Best
5531073636,5544697533,Jason,Stebelton,312,25,Young Couple,Better,Best,Better
5528399560,5542138773,Annette,Huss,255,36,Mature,Good,Good,Best
5531245299,5544858204,Jayne,Thompson,235,48,Young Singles,Better,Better,Better
5531222729,5552811076,John,Mullen,544,45,Empty Nester,Good,Better,Best
5528373766,5542114697,Patrick,Ferrillo,325,28,Young Couple,Good,Best,Better
5527689522,5541463464,Stephen,Hill,255,25,Young Singles,Good,Better,Best
5539453002,5553051272,Suzanne,Gray,455,37,Mature,Best,Best,Best
5530292268,5543947345,Karlene,Dziesupek,323,43,Mom & Baby,Best,Best,Better
