Company Name,DUNS Number,Address: line1,Address: line2,City,State/Province,State/Province ISO code,Country,Annual Sales,Industry,SIC Code,Website,Contact Job Title,Gender,Personal Linkedin Link,Contact First Name,Contact Last Name,No of PCs,No of Servers,No of Colur Printers,Major Network Brand,No of Laser Printers
Dana Corporation,70-510-7549,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,4051573806,Information & Media,36047176,g.co,Coordinator - Sales,Male,www.linkedin.com/Parker,Parker,COLEMAN,383,47,93,,8
Danaher Corporation,70-510-7550,5,91538 Del Sol Trail,Bakersfield,Massachusetts,MA,United States,6561607744,Health & Community Services,36047177,g.co,Executive Director - Information Systems,Male,www.linkedin.com/Alonso,Alonso,IT,719,62,122,,5
Darden Restaurants Inc.,70-510-7551,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,2924339799,Personal & Other Services,36047178,g.co,Head - Projects,Female,www.linkedin.com/Gabrielle,Gabrielle,SHARP,296,23,112,,16
DaVita Inc.,70-510-7552,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,4834697836,IT Supplier,36047179,g.co,Vice President - Manufacturing,Male,www.linkedin.com/Yehudi,Yehudi,BAKER,751,59,194,,6
Dean Foods Company,70-510-7553,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,5002764887,Personal & Other Services,36047180,g.co,They want mail,Female,www.linkedin.com/Eva,Eva,ROBINSON,701,49,126,,14
Deere & Company,70-510-7554,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,3616789202,Business Management and Scientific Services,36047181,g.co,Principal consultant,Male,www.linkedin.com/Luis,Luis,WEAVER,347,55,94,,14
Del Monte Foods Co,70-510-7555,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,2686740967,Transport & Warehousing,36047182,g.co,Assistant Vice President - Global Sales,Female,www.linkedin.com/Chris,Chris,PERKINS,598,46,156,,10
Dell Computer Corporation,70-510-7556,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,8740339029,Personal & Other Services,36047183,g.co,Director - Research & Development,Female,www.linkedin.com/Nixie,Nixie,HOWARD,919,29,107,,9
Delphi Corp.,70-510-7557,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,2818122265,Transport & Warehousing,36047184,g.co,General Manager - Engineering,Male,www.linkedin.com/Drew,Drew,FRANCIS,850,60,145,,8
Delta Air Lines Inc.,70-510-7558,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,8095837501,Information & Media,36047185,g.co,Deputy General Manager - Strategy,Male,www.linkedin.com/Griff,Griff,JONES,994,41,132,,13
Deluxe Corporation,70-510-7559,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,6260671161,Information & Media,36047186,g.co,Executive - Business Development,Female,www.linkedin.com/Carey,Carey,HOLMES,523,61,86,,20
Devon Energy Corporation,70-510-7560,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,3217563113,IT Supplier,36047187,g.co,Director - Commercial & Marketing,Male,www.linkedin.com/Bennet,Bennet,WARD,814,21,75,,17
Di Giorgio Corporation,70-510-7561,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,2821908852,Government,36047188,g.co,Manager - IS,Male,www.linkedin.com/Randie,Randie,ROBERTS,280,27,191,,18
Dial Corporation,70-510-7562,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,1130650976,"Real Estate, Rental & Leasing",36047189,g.co,Senior Manager - Information Technology,Female,www.linkedin.com/Tiffi,Tiffi,WEST,216,51,146,,8
Diebold Incorporated,70-510-7563,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,9763486178,Finance & Insurance,36047190,g.co,Director - Business Development,Male,www.linkedin.com/Gretchen,Gretchen,RYAN,524,66,149,,10
Dillard's Inc.,70-510-7564,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,2566014502,Information & Media,36047191,g.co,Vice President - Product Development,Female,www.linkedin.com/Katalin,Katalin,PHILLIPS,878,24,133,,8
DIMON Incorporated,70-510-7565,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,1470005420,Business Management and Scientific Services,36047192,g.co,Chief Analytical Officer,Male,www.linkedin.com/Danie,Danie,BAKER,470,60,127,,6
"Dole Food Company, Inc.",70-510-7566,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,1535168594,Telecommunications,36047193,g.co,Deputy General Manager - Accounts &,Male,www.linkedin.com/Riccardo,Riccardo,WOOD,446,46,144,,11
Dollar General Corporation,70-510-7567,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,4914358005,"Real Estate, Rental & Leasing",36047194,g.co,Coordinator - Sales,Male,www.linkedin.com/Colbert,Colbert,BRYAN,243,38,83,,9
"Dollar Tree Stores, Inc.",70-510-7568,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,9923960062,Telecommunications,36047195,g.co,Deputy General Manager IT,Male,www.linkedin.com/Redmond,Redmond,JOHN,382,68,107,,14
"Dominion Resources, Inc.",70-510-7569,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,5172530089,Health & Community Services,36047196,g.co,General Manager - Hr & Administrator,Male,www.linkedin.com/Uriah,Uriah,JAMES,993,57,149,,9
Domino's Pizza LLC,70-510-7570,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,2867246327,Electrical & Electronics,36047197,g.co,Deputy General Manager - Proposals,Female,www.linkedin.com/Dolli,Dolli,KNIGHT,225,35,183,,14
"Dover Corporation, Inc.",70-510-7571,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,7187728819,Construction & Engineering Services,36047198,g.co,Solution Architect - Server,Male,www.linkedin.com/Enrique,Enrique,WARNER,188,57,40,,14
Dow Chemical Company,70-510-7572,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,8413171750,Diversified,36047199,g.co,Assistant Vice President - Operations,Female,www.linkedin.com/Jewelle,Jewelle,BURTON,307,35,181,,15
"Dow Jones & Company, Inc.",70-510-7573,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,2697912973,Banking,36047200,g.co,Executive Director - Commercial,Female,www.linkedin.com/Lorine,Lorine,BURKE,168,62,109,,12
DPL Inc.,70-510-7574,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,5052366798,Personal & Other Services,36047201,g.co,Vice President - Strategic Initiati,Female,www.linkedin.com/Sarajane,Sarajane,PERRY,929,38,159,,9
DQE Inc.,70-510-7575,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,2462550885,Personal & Other Services,36047202,g.co,Vice President - Risk Management,Female,www.linkedin.com/Kristyn,Kristyn,ROSS,359,41,50,,14
"Dreyer's Grand Ice Cream, Inc.",70-510-7576,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,9812806471,Health & Community Services,36047203,g.co,President - Direct Banking,Male,www.linkedin.com/Demetrius,Demetrius,ALEXANDER,872,67,187,,19
"DST Systems, Inc.",70-510-7577,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,5681892066,Education Services,36047204,g.co,Manager - Business Intelligence,Female,www.linkedin.com/Mia,Mia,DAVIS,480,34,153,,11
DTE Energy Co.,70-510-7578,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,1738218655,Telecommunications,36047205,g.co,Assistant Manager - Accounts,Female,www.linkedin.com/Wrennie,Wrennie,HUNTER,252,50,155,,15
E.I. Du Pont de Nemours and Company,70-510-7579,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,4415937739,Government,36047206,g.co,Senior Associate - IT,Female,www.linkedin.com/Audie,Audie,OWEN,736,42,98,,16
Duke Energy Corp,70-510-7580,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,1929574597,MINING,36047207,g.co,Senior Joint President - Marketing,Male,www.linkedin.com/Tate,Tate,GREEN,539,28,79,,14
Dun & Bradstreet Inc.,70-510-7581,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,2452318079,Transport & Warehousing,36047208,g.co,Joint Director - Systems,Female,www.linkedin.com/Malissa,Malissa,PARKER,225,41,75,,6
DURA Automotive Systems Inc.,70-510-7582,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,1972133689,Transport & Warehousing,36047209,g.co,Deputy General Manager - Finance & Accounts,Male,www.linkedin.com/Tomlin,Tomlin,COX,964,34,88,,12
DynCorp,70-510-7583,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,2639864625,Business Management and Scientific Services,36047210,g.co,President - Finance,Female,www.linkedin.com/Cherianne,Cherianne,ADAMS,614,34,172,,8
Dynegy Inc.,70-510-7584,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,6983176285,IT Supplier,36047211,g.co,Financial Analyst,Female,www.linkedin.com/Veda,Veda,WEBSTER,344,55,118,,13
"E*Trade Group, Inc.",70-510-7585,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,2062184537,Electrical & Electronics,36047212,g.co,Manager - Purchase & Stores,Male,www.linkedin.com/Skipp,Skipp,ROBERT,543,48,91,,11
E.W. Scripps Company,70-510-7586,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,9971902384,Transport & Warehousing,36047213,g.co,Head - National Sales,Female,www.linkedin.com/Toni,Toni,HUGHES,334,26,68,,13
"Earthlink, Inc.",70-510-7587,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,8121094276,"Arts, Entertainment & Recreation",36047214,g.co,Joint Managing Director - Finance,Female,www.linkedin.com/Mathilde,Mathilde,MISS,661,23,139,,11
Eastman Chemical Company,70-510-7588,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,7425699389,WHOLESALE & RETAIL TRADE,36047215,g.co,Global Head - Data Center Transformation,Female,www.linkedin.com/Dorrie,Dorrie,PAGE,944,57,150,,10
Eastman Kodak Company,70-510-7589,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,2573865646,Finance & Insurance,36047216,g.co,Deputy General Manager - C & It - Erp,Female,www.linkedin.com/Dulcine,Dulcine,JOHNSON,802,49,174,,15
Eaton Corporation,70-510-7590,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,6216775736,WHOLESALE & RETAIL TRADE,36047217,g.co,Assistant Technical - IT,Female,www.linkedin.com/Charis,Charis,SPENCER,772,35,47,,14
Echostar Communications Corporation,70-510-7591,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,5169077152,"Arts, Entertainment & Recreation",36047218,g.co,Project Lead - Es,Male,www.linkedin.com/Caesar,Caesar,MORRIS,682,41,57,,10
Ecolab Inc.,70-510-7592,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,2104098495,Health & Community Services,36047219,g.co,Network support specialist,Male,www.linkedin.com/Yankee,Yankee,BARNES,145,42,145,,14
Edison International,70-510-7593,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,5292817014,Transport & Warehousing,36047220,g.co,Senior Manager - IS,Male,www.linkedin.com/Teddy,Teddy,PERRY,249,38,112,,18
EGL Inc.,70-510-7594,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,3085622296,Diversified,36047221,g.co,TL Operations Bridge - Network & Infrastructure,Female,www.linkedin.com/Chad,Chad,BARKER,235,58,81,,15
El Paso Corporation,70-510-7595,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,5951373172,Electrical & Electronics,36047222,g.co,Company Secretary,Female,www.linkedin.com/Jo-Ann,Jo-Ann,LYNCH,888,29,181,,13
Electronic Arts Inc.,70-510-7596,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,6017322547,Utilities & Waste Management,36047223,g.co,Senior Manager - Technology Platfor,Female,www.linkedin.com/Roch,Roch,MONTGOMERY,413,67,149,,18
Electronic Data Systems Corp.,70-510-7597,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,7521272763,Manufacturing,36047224,g.co,Chief Human Resource Officer,Male,www.linkedin.com/Kelvin,Kelvin,POWELL,611,21,154,,19
Eli Lilly and Company,70-510-7598,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,9855067873,Utilities & Waste Management,36047225,g.co,Head - Networking,Female,www.linkedin.com/Maya,Maya,OLIVER,788,20,91,,19
EMC Corporation,70-510-7599,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,6011615205,Construction & Engineering Services,36047226,g.co,IT Manager,Male,www.linkedin.com/Corwin,Corwin,SANDERS,751,23,199,,17
Emcor Group Inc.,70-510-7600,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,4567593821,WHOLESALE & RETAIL TRADE,36047227,g.co,General Manager - Engineering & Maintenance,Female,www.linkedin.com/Christina,Christina,BARBER,126,40,132,,15
Emerson Electric Co.,70-510-7601,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,9672965858,Manufacturing,36047228,g.co,Senior Executive President,Male,www.linkedin.com/Zebadiah,Zebadiah,SIMMONS,573,22,113,,16
Encompass Services Corporation,70-510-7602,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,4790992795,WHOLESALE & RETAIL TRADE,36047229,g.co,Head - Technical Architect,Male,www.linkedin.com/Eustace,Eustace,STEVENS,569,23,149,,10
Energizer Holdings Inc.,70-510-7603,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,8134752014,Education Services,36047230,g.co,Cashier,Female,www.linkedin.com/Ryann,Ryann,HARPER,834,40,145,,20
Energy East Corporation,70-510-7604,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,9754622362,Accommodation & Food Services,36047231,g.co,Country Manager - India,Male,www.linkedin.com/Hilbert,Hilbert,ANN,909,30,93,,20
Engelhard Corporation,70-510-7605,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,1632479721,WHOLESALE & RETAIL TRADE,36047232,g.co,Administrator,Female,www.linkedin.com/Shalna,Shalna,PAYNE,612,35,39,,20
Enron Corp.,70-510-7606,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,6873788091,Personal & Other Services,36047233,g.co,Chief Marketing Officer Aluminium,Female,www.linkedin.com/Cherie,Cherie,WHITE,387,34,122,,7
Entergy Corporation,70-510-7607,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,3682174163,WHOLESALE & RETAIL TRADE,36047234,g.co,President - Business Operations & H,Female,www.linkedin.com/Nada,Nada,LEONARD,898,51,46,,11
Enterprise Products Partners L.P.,70-510-7608,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,9268802330,Personal & Other Services,36047235,g.co,Server Engineer,Male,www.linkedin.com/Brice,Brice,NICHOLS,276,67,88,,5
"EOG Resources, Inc.",70-510-7609,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,7968653830,Personal & Other Services,36047236,g.co,Chief Manager - Corporate Communication,Female,www.linkedin.com/Tommi,Tommi,WM,915,54,51,,6
Equifax Inc.,70-510-7610,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,1663680535,Personal & Other Services,36047237,g.co,Architect - Solutions,Female,www.linkedin.com/Larissa,Larissa,WEST,675,24,37,,19
Equitable Resources Inc.,70-510-7611,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,9286222001,WHOLESALE & RETAIL TRADE,36047238,g.co,Assistant Manager,Female,www.linkedin.com/Carmelita,Carmelita,HUDSON,509,34,180,,14
Equity Office Properties Trust,70-510-7612,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,6405647029,Electrical & Electronics,36047239,g.co,Country Head & Managing Director,Female,www.linkedin.com/Alicia,Alicia,RYAN,503,49,184,,19
Equity Residential Properties Trust,70-510-7613,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,2435554938,Health & Community Services,36047240,g.co,Officer - Administration,Male,www.linkedin.com/Paton,Paton,LONG,647,57,136,,18
Estee Lauder Companies Inc.,70-510-7614,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,8948358379,Information & Media,36047241,g.co,Head - Marketing & HR,Male,www.linkedin.com/Wash,Wash,POTTER,649,67,174,,17
Exelon Corporation,70-510-7615,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,2242545768,Accommodation & Food Services,36047242,g.co,Senior Manager - Programs,Male,www.linkedin.com/Tallie,Tallie,GRAY,961,44,165,,6
Exide Technologies,70-510-7616,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,3805343835,Electrical & Electronics,36047243,g.co,General Manager - Marketing & Branding,Male,www.linkedin.com/Isadore,Isadore,CARTER,967,28,154,,11
Expeditors International of Washington Inc.,70-510-7617,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,5651207035,"Arts, Entertainment & Recreation",36047244,g.co,Incharge - Marketing,Male,www.linkedin.com/Quint,Quint,JORDAN,577,32,90,,5
Express Scripts Inc.,70-510-7618,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,3773402308,Diversified,36047245,g.co,Head - HR Manager,Female,www.linkedin.com/Nevsa,Nevsa,STEPHENS,497,66,133,,17
ExxonMobil Corporation,70-510-7619,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,4376302168,Health & Community Services,36047246,g.co,Chief General Manager - P & Q,Male,www.linkedin.com/Bert,Bert,KENNEDY,245,66,65,,8
Fairchild Semiconductor International Inc.,70-510-7620,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,8156609908,Personal & Other Services,36047247,g.co,Manager - Communications,Female,www.linkedin.com/Kerrin,Kerrin,ANDERSON,188,37,42,,20
Family Dollar Stores Inc.,70-510-7621,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,4787426114,Finance & Insurance,36047248,g.co,General Manager & Group Executive,Female,www.linkedin.com/Ofilia,Ofilia,HOWE,105,60,187,,9
Farmland Industries Inc.,70-510-7622,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,1410536957,Utilities & Waste Management,36047249,g.co,Analyst - Infrastructure Outsourcin,Male,www.linkedin.com/Erl,Erl,STANLEY,588,32,129,,20
Federal Mogul Corp.,70-510-7623,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,7401997683,Telecommunications,36047250,g.co,Chief Engineer - Procurement,Female,www.linkedin.com/Con,Con,EVANS,394,21,159,,19
Federated Department Stores Inc.,70-510-7624,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,1123565562,Construction & Engineering Services,36047251,g.co,Head - Customer Service,Male,www.linkedin.com/Nero,Nero,PARSONS,126,38,100,,7
Federal Express Corp.,70-510-7625,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,8523736683,Health & Community Services,36047252,g.co,Research Technology & Innovations,Female,www.linkedin.com/Teressa,Teressa,FLEMING,917,60,65,,10
Felcor Lodging Trust Inc.,70-510-7626,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,4646403894,Manufacturing,36047253,g.co,Junior Executive,Female,www.linkedin.com/Roshelle,Roshelle,PARKER,587,54,84,,14
Ferro Corp.,70-510-7627,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,2663596144,Construction & Engineering Services,36047254,g.co,Cashier,Female,www.linkedin.com/Alexine,Alexine,COLLINS,670,37,170,,13
Fidelity National Financial Inc.,70-510-7628,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,5701118443,Manufacturing,36047255,g.co,Senior Information Systems Manager,Female,www.linkedin.com/Gussi,Gussi,MAY,780,70,152,,13
Fifth Third Bancorp,70-510-7629,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,1599210314,MINING,36047256,g.co,Joint President - Marketing,Female,www.linkedin.com/Cybelle,Cybelle,LEE,525,39,156,,6
First American Financial Corp.,70-510-7630,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,7639239429,Business Management and Scientific Services,36047257,g.co,Assistant Vice President - Purchase,Male,www.linkedin.com/Chev,Chev,FIELD,795,44,188,,14
First Data Corp.,70-510-7631,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,4094455839,Health & Community Services,36047258,g.co,Engineer - Systems,Male,www.linkedin.com/Sandro,Sandro,TODD,499,53,31,,18
First National of Nebraska Inc.,70-510-7632,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,1982968840,"Arts, Entertainment & Recreation",36047259,g.co,Associate - IT,Female,www.linkedin.com/Holly-Anne,Holly-Anne,IT,360,51,84,,19
First Tennessee National Corp.,70-510-7633,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,9917552199,Government,36047260,g.co,Managing Director - IT,Male,www.linkedin.com/Artur,Artur,FULLER,124,31,140,,15
FirstEnergy Corp.,70-510-7634,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,7065184640,Education Services,36047261,g.co,Deputy Chief Architect,Male,www.linkedin.com/Ed,Ed,STEVENS,618,29,59,,5
Fiserv Inc.,70-510-7635,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,7056308516,Health & Community Services,36047262,g.co,Engineer - Project,Female,www.linkedin.com/Reeva,Reeva,LANE,367,45,55,,7
Fisher Scientific International Inc.,70-510-7636,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,1993621868,MINING,36047263,g.co,Superintendent Engineer - IT,Male,www.linkedin.com/Fred,Fred,HOLMES,876,48,124,,7
FleetBoston Financial Co.,70-510-7637,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,1786706715,Government,36047264,g.co,General Manager - Technical Services Group,Male,www.linkedin.com/Krishna,Krishna,JENKINS,972,41,136,,16
Fleetwood Enterprises Inc.,70-510-7638,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,3262294976,Government,36047265,g.co,Program Manager,Male,www.linkedin.com/Poul,Poul,MAY,518,45,143,,10
Fleming Companies Inc.,70-510-7639,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,2645046640,Finance & Insurance,36047266,g.co,Senior Dgm - Administration,Female,www.linkedin.com/Mandy,Mandy,SHARP,188,50,155,,11
Flowers Foods Inc.,70-510-7640,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,2148057351,Telecommunications,36047267,g.co,Head - Purchase,Female,www.linkedin.com/Marcie,Marcie,ROBERT,554,36,136,,16
Flowserv Corp,70-510-7641,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,4585934607,Electrical & Electronics,36047268,g.co,Senior Manager - Projects,Male,www.linkedin.com/Will,Will,HARVEY,468,70,86,,6
Fluor Corp,70-510-7642,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,7035232448,IT Supplier,36047269,g.co,Senior Genral Manager - Commercial,Female,www.linkedin.com/Denni,Denni,MORGAN,794,35,99,,18
FMC Corp,70-510-7643,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,9088987052,Business Management and Scientific Services,36047270,g.co,Chief Manager - Information Systems,Female,www.linkedin.com/Aeriel,Aeriel,MYERS,668,22,102,,16
Foamex International Inc,70-510-7644,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,3125963275,"Arts, Entertainment & Recreation",36047271,g.co,Co. Secretary & GM - finance,Male,www.linkedin.com/Olivier,Olivier,HAMMOND,425,67,77,,18
Foot Locker Inc,70-510-7645,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,6435737312,Electrical & Electronics,36047272,g.co,Group President & Chief Executive Officer,Male,www.linkedin.com/Peter,Peter,GOULD,357,25,197,,19
Footstar Inc.,70-510-7646,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,7679508611,Business Management and Scientific Services,36047273,g.co,President - Insurance,Male,www.linkedin.com/Roderick,Roderick,BLAIR,980,43,51,,17
Ford Motor Co,70-510-7647,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,9554822319,Personal & Other Services,36047274,g.co,Expert,Female,www.linkedin.com/Christen,Christen,WOOD,203,59,35,,11
Forest Laboratories Inc.,70-510-7648,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,2848293443,Health & Community Services,36047275,g.co,Secretary,Female,www.linkedin.com/Vilhelmina,Vilhelmina,BRYANT,828,41,126,,14
Fortune Brands Inc.,70-510-7649,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,9859685679,Personal & Other Services,36047276,g.co,Director - Production,Female,www.linkedin.com/Calla,Calla,BURTON,271,32,149,,12
Foster Wheeler Ltd.,70-510-7650,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,6580916595,Finance & Insurance,36047277,g.co,Senior Manager - MIS,Male,www.linkedin.com/Lauren,Lauren,ARMSTRONG,107,68,64,,17
FPL Group Inc.,70-510-7651,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,6959204261,Finance & Insurance,36047278,g.co,General Manager - P & D,Female,www.linkedin.com/Letti,Letti,DAVIES,827,40,80,,11
Franklin Resources Inc.,70-510-7652,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,8489867579,IT Supplier,36047279,g.co,Chief Manager It,Female,www.linkedin.com/Nicoline,Nicoline,PRICE,215,38,53,,8
Freeport McMoran Copper & Gold Inc.,70-510-7653,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,4889725220,"Arts, Entertainment & Recreation",36047280,g.co,Deputy Director General - Administration,Male,www.linkedin.com/Shurlocke,Shurlocke,MORTON,393,53,50,,17
Frontier Oil Corp,70-510-7654,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,4296535735,Manufacturing,36047281,g.co,Manager - Systems,Female,www.linkedin.com/Aridatha,Aridatha,CLARK,361,58,196,,10
Furniture Brands International Inc.,70-510-7655,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,6962086344,Information & Media,36047282,g.co,Graphic Designer,Female,www.linkedin.com/Fidela,Fidela,HENDERSON,306,45,172,,13
"Gannett Co., Inc.",70-510-7656,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,7996437745,Government,36047283,g.co,Practice Head - Analyst Relations,Male,www.linkedin.com/Mylo,Mylo,BURNS,888,27,80,,12
Gap Inc.,70-510-7657,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,4109512613,Manufacturing,36047284,g.co,Senior Deputy Manager - EDP,Female,www.linkedin.com/Cristabel,Cristabel,COX,485,26,73,,13
Gateway Inc.,70-510-7658,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,5722487002,Construction & Engineering Services,36047285,g.co,Vice President - People & Operation,Female,www.linkedin.com/Orelie,Orelie,PRATT,796,62,78,,14
GATX Corporation,70-510-7659,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,8115149440,Manufacturing,36047286,g.co,Medical Director,Male,www.linkedin.com/Filip,Filip,BALL,482,47,110,,18
Gemstar-TV Guide International Inc.,70-510-7660,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,2473712233,Manufacturing,36047287,g.co,Regional Manager - HR,Male,www.linkedin.com/Dewitt,Dewitt,HALE,404,51,138,,5
GenCorp Inc.,70-510-7661,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,2700330782,Telecommunications,36047288,g.co,Head - GT Production,Female,www.linkedin.com/Fae,Fae,MARSHALL,845,52,112,,18
General Cable Corporation,70-510-7662,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,2533450122,Accommodation & Food Services,36047289,g.co,Vice President - Corporate Communications,Female,www.linkedin.com/Kristina,Kristina,HOLLAND,211,65,43,,9
General Dynamics Corporation,70-510-7663,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,5440485994,Business Management and Scientific Services,36047290,g.co,Assistant General Manager - Marketing,Male,www.linkedin.com/Winifield,Winifield,PHILLIPS,392,33,152,,6
