Company Name,DUNS Number,Address: line1,Address: line2,City,State/Province,State/Province ISO code,Country,Annual Sales,Industry,SIC Code,Website,Contact Job Title,Gender,Personal Linkedin Link,Contact First Name,Contact Last Name,No of PCs,No of Servers,No of Colur Printers,Major Network Brand,No of Laser Printers
Darden Restaurants Inc.,70-610-7551,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,5461951588,Telecommunications,36047178,g.co,Executive Director - Finance & Accounts,Male,www.linkedin.com/Lawerence,Lawerence,BARNES,296,23,112,,16
DaVita Inc.,70-610-7552,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,7989129063,Business Management and Scientific Services,36047179,g.co,Associate Vice President - Us Deliveries,Female,www.linkedin.com/Sophronia,Sophronia,BERRY,751,59,194,,6
Dean Foods Company,70-610-7553,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,8226580212,MINING,36047180,g.co,Group Chief Human Resources Officer,Male,www.linkedin.com/Jerold,Jerold,CURTIS,701,49,126,,14
Deere & Company,70-610-7554,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,5115539984,Government,36047181,g.co,Administrator IT - System,Female,www.linkedin.com/Octavia,Octavia,NICHOLS,347,55,94,,14
Del Monte Foods Co,70-610-7555,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,5276878781,Health & Community Services,36047182,g.co,Deputy Manager - RDM,Male,www.linkedin.com/Arnold,Arnold,MASON,598,46,156,,10
Dell Computer Corporation,70-610-7556,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,3601251430,Health & Community Services,36047183,g.co,Network Systems Admin,Female,www.linkedin.com/Seana,Seana,ROBERT,919,29,107,,9
Delphi Corp.,70-610-7557,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,6958766419,Finance & Insurance,36047184,g.co,Manager - CRM,Female,www.linkedin.com/Anselma,Anselma,FERGUSON,850,60,145,,8
Delta Air Lines Inc.,70-610-7558,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,6433050663,Health & Community Services,36047185,g.co,Chief - Accountant,Male,www.linkedin.com/Worthy,Worthy,GRANT,994,41,132,,13
Deluxe Corporation,70-610-7559,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,4284538880,IT Supplier,36047186,g.co,Director - R & D,Female,www.linkedin.com/Oreste,Oreste,SHERMAN,523,61,86,,20
Devon Energy Corporation,70-610-7560,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,7344693450,Accommodation & Food Services,36047187,g.co,General Manager - Engineer & Services,Male,www.linkedin.com/Jackson,Jackson,CO,814,21,75,,17
Di Giorgio Corporation,70-610-7561,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,2493995633,Education Services,36047188,g.co,Company Secretary,Male,www.linkedin.com/Dave,Dave,MANN,280,27,191,,18
Dial Corporation,70-610-7562,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,8317416375,Health & Community Services,36047189,g.co,Officer,Female,www.linkedin.com/Katrina,Katrina,LAMB,216,51,146,,8
Diebold Incorporated,70-610-7563,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,3026214165,Government,36047190,g.co,In - charge - Computers,Male,www.linkedin.com/Moore,Moore,ROBERTSON,524,66,149,,10
Dillard's Inc.,70-410-7564,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,5548490400,Construction & Engineering Services,36047191,g.co,Solution Specialist,Male,www.linkedin.com/Jereme,Jereme,ROSE,878,24,133,,8
DIMON Incorporated,70-410-7565,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,1025718633,Manufacturing,36047192,g.co,Manager - ERP,Female,www.linkedin.com/Ragnhild,Ragnhild,BARKER,470,60,127,,6
"Dole Food Company, Inc.",70-410-7566,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,2168265491,Diversified,36047193,g.co,S Manager,Female,www.linkedin.com/Ivie,Ivie,LAMB,446,46,144,,11
Dollar General Corporation,70-410-7567,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,8623210244,Health & Community Services,36047194,g.co,Senior President - Finance,Female,www.linkedin.com/Bettine,Bettine,WARREN,243,38,83,,9
"Dollar Tree Stores, Inc.",70-410-7568,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,7980669676,Business Management and Scientific Services,36047195,g.co,Engineer - IT,Female,www.linkedin.com/Amelina,Amelina,CARPENTER,382,68,107,,14
"Dominion Resources, Inc.",70-410-7569,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,6016839242,Business Management and Scientific Services,36047196,g.co,Executive - HR,Female,www.linkedin.com/Sharity,Sharity,OWEN,993,57,149,,9
Domino's Pizza LLC,70-410-7570,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,1249371877,Diversified,36047197,g.co,Head - Sales Retail & Consumer Banking,Male,www.linkedin.com/Mickey,Mickey,WILLIS,225,35,183,,14
"Dover Corporation, Inc.",70-410-7571,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,4752674557,Personal & Other Services,36047198,g.co,Head - IT Security,Female,www.linkedin.com/Jordanna,Jordanna,HOPKINS,188,57,40,,14
Dow Chemical Company,70-410-7572,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,5155455327,Health & Community Services,36047199,g.co,Purchase - Officer,Female,www.linkedin.com/Jackelyn,Jackelyn,THOMAS,307,35,181,,15
"Dow Jones & Company, Inc.",70-410-7573,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,4288348500,MINING,36047200,g.co,Head - ERU Operations - South,Female,www.linkedin.com/Allianora,Allianora,ROBERT,168,62,109,,12
DPL Inc.,70-410-7574,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,1744338905,Accommodation & Food Services,36047201,g.co,Vice President - Finance & Accounts,Female,www.linkedin.com/Jen,Jen,DIXON,929,38,159,,9
DQE Inc.,70-410-7575,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,5594874975,Banking,36047202,g.co,Assistant Systems Administration,Female,www.linkedin.com/Stephana,Stephana,ELLIOTT,359,41,50,,14
"Dreyer's Grand Ice Cream, Inc.",70-410-7576,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,4216599208,Diversified,36047203,g.co,General Manager - Project Engineering,Male,www.linkedin.com/Sergio,Sergio,POWELL,872,67,187,,19
"DST Systems, Inc.",70-410-7577,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,3889492996,Telecommunications,36047204,g.co,Joint Director - IT,Female,www.linkedin.com/Mariette,Mariette,COLLEGE,480,34,153,,11
DTE Energy Co.,70-410-7578,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,8038813939,Accommodation & Food Services,36047205,g.co,Editor,Female,www.linkedin.com/Timmi,Timmi,MAY,252,50,155,,15
E.I. Du Pont de Nemours and Company,70-410-7579,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,5536362512,MINING,36047206,g.co,Chief Manager - ERP,Female,www.linkedin.com/Quinn,Quinn,BURKE,736,42,98,,16
Duke Energy Corp,70-410-7580,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,8080655188,Education Services,36047207,g.co,Director - Site,Male,www.linkedin.com/Odell,Odell,MILLS,539,28,79,,14
Dun & Bradstreet Inc.,70-410-7581,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,7578045419,Banking,36047208,g.co,Head ? Client Solutions,Female,www.linkedin.com/Simonette,Simonette,RYAN,225,41,75,,6
DURA Automotive Systems Inc.,70-410-7582,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,2545513296,Diversified,36047209,g.co,Vice President - Sybase Technology,Male,www.linkedin.com/Elton,Elton,BRADLEY,964,34,88,,12
DynCorp,70-410-7583,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,3363312680,Government,36047210,g.co,General Manager International IT,Female,www.linkedin.com/Dode,Dode,PAYNE,614,34,172,,8
Dynegy Inc.,70-410-7584,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,5099366452,Utilities & Waste Management,36047211,g.co,Senior Vice President & Global Head,Female,www.linkedin.com/Jo-Anne,Jo-Anne,FOX,344,55,118,,13
"E*Trade Group, Inc.",70-410-7585,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,5928362485,Government,36047212,g.co,General Manager - Treasury & Fore,Male,www.linkedin.com/Stanleigh,Stanleigh,CARPENTER,543,48,91,,11
E.W. Scripps Company,70-410-7586,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,6266933042,Accommodation & Food Services,36047213,g.co,Joint Executive President - HR,Female,www.linkedin.com/Viva,Viva,CARTER,334,26,68,,13
"Earthlink, Inc.",70-410-7587,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,1632626772,Telecommunications,36047214,g.co,Executive Director & P & T,Male,www.linkedin.com/Johannes,Johannes,PETERSON,661,23,139,,11
Eastman Chemical Company,70-410-7588,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,4245045841,WHOLESALE & RETAIL TRADE,36047215,g.co,Chief Systems Assistant,Female,www.linkedin.com/Hulda,Hulda,EDWARDS,944,57,150,,10
Eastman Kodak Company,70-410-7589,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,5236006086,Transport & Warehousing,36047216,g.co,Executive Director - Is,Male,www.linkedin.com/Torey,Torey,PERKINS,802,49,174,,15
Eaton Corporation,70-410-7590,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,1243608546,Business Management and Scientific Services,36047217,g.co,Head - Strategic Outsourcing Solutions,Male,www.linkedin.com/Skell,Skell,PEARSON,772,35,47,,14
Echostar Communications Corporation,70-410-7591,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,1653506680,Accommodation & Food Services,36047218,g.co,General Manager - Inspection & CVO,Female,www.linkedin.com/Tamra,Tamra,HENDERSON,682,41,57,,10
Ecolab Inc.,70-410-7592,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,4366406764,Information & Media,36047219,g.co,Senior Manager - HR,Male,www.linkedin.com/Isadore,Isadore,POWELL,145,42,145,,14
Edison International,70-410-7593,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,5139230326,Banking,36047220,g.co,Deputy Manger - IT,Male,www.linkedin.com/Randolf,Randolf,CLARK,249,38,112,,18
EGL Inc.,70-410-7594,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,2212360375,Information & Media,36047221,g.co,Finance - Manager,Male,www.linkedin.com/Derrin,Derrin,WOOD,235,58,81,,15
El Paso Corporation,70-410-7595,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,7956191262,Electrical & Electronics,36047222,g.co,General Manager - Financial Inclusion & Priority S,Male,www.linkedin.com/Calhoun,Calhoun,HOLMES,888,29,181,,13
Electronic Arts Inc.,70-410-7596,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,4639603970,MINING,36047223,g.co,Vice President - Global IT,Female,www.linkedin.com/Ethelyn,Ethelyn,BAILEY,413,67,149,,18
Electronic Data Systems Corp.,70-410-7597,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,2550037468,Finance & Insurance,36047224,g.co,Chief - HR,Female,www.linkedin.com/Jewelle,Jewelle,NEWMAN,611,21,154,,19
Eli Lilly and Company,70-410-7598,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,6652092832,"Real Estate, Rental & Leasing",36047225,g.co,Officer - Systems,Female,www.linkedin.com/Shari,Shari,BAKER,788,20,91,,19
EMC Corporation,70-410-7599,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,9702717330,Information & Media,36047226,g.co,General Manager - Technical Services Group,Male,www.linkedin.com/Martin,Martin,PARK,751,23,199,,17
Emcor Group Inc.,70-410-7600,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,2568418833,Personal & Other Services,36047227,g.co,General Manager - Marketing,Male,www.linkedin.com/Giacomo,Giacomo,JOHNSTON,126,40,132,,15
Emerson Electric Co.,70-410-7601,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,6288828058,Personal & Other Services,36047228,g.co,Engineer - Systems,Male,www.linkedin.com/Aldric,Aldric,CITY,573,22,113,,16
Encompass Services Corporation,70-410-7602,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,2836072004,Personal & Other Services,36047229,g.co,Head - Regional,Male,www.linkedin.com/Shane,Shane,COOK,569,23,149,,10
Energizer Holdings Inc.,70-410-7603,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,6078753218,Information & Media,36047230,g.co,Administrator - Network,Female,www.linkedin.com/Pearle,Pearle,GRAY,834,40,145,,20
Energy East Corporation,70-410-7604,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,8673621938,Telecommunications,36047231,g.co,Chief Managing Director,Male,www.linkedin.com/Ambros,Ambros,CO,909,30,93,,20
Engelhard Corporation,70-410-7605,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,5220604693,Transport & Warehousing,36047232,g.co,Team Leader - IT,Male,www.linkedin.com/Allen,Allen,FORD,612,35,39,,20
Enron Corp.,70-410-7606,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,7364791808,Business Management and Scientific Services,36047233,g.co,Group President - Financial Markets,Male,www.linkedin.com/Pierce,Pierce,MARY,387,34,122,,7
Entergy Corporation,70-410-7607,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,6751339300,Accommodation & Food Services,36047234,g.co,Manager - Product Management,Female,www.linkedin.com/Celisse,Celisse,LANE,898,51,46,,11
Enterprise Products Partners L.P.,70-410-7608,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,7357777336,Health & Community Services,36047235,g.co,Senior Vice President - IT & Chief,Male,www.linkedin.com/Walker,Walker,COLLEGE,276,67,88,,5
"EOG Resources, Inc.",70-410-7609,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,1884560221,Education Services,36047236,g.co,Executive Vice President - Integrated Product Deve,Female,www.linkedin.com/Nessy,Nessy,GRIFFIN,915,54,51,,6
Equifax Inc.,70-410-7610,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,9959220564,Finance & Insurance,36047237,g.co,Vice President - Corporate Developm,Female,www.linkedin.com/Maris,Maris,PARK,675,24,37,,19
Equitable Resources Inc.,70-410-7611,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,8047213383,Finance & Insurance,36047238,g.co,Senior Vice President & Company Sec,Female,www.linkedin.com/Cybil,Cybil,WALKER,509,34,180,,14
Equity Office Properties Trust,70-410-7612,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,8646892589,Manufacturing,36047239,g.co,Co. Secretary & GM - finance,Female,www.linkedin.com/Kissie,Kissie,HOWELL,503,49,184,,19
Equity Residential Properties Trust,70-410-7613,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,8342494018,"Arts, Entertainment & Recreation",36047240,g.co,Chief Manager - HR,Female,www.linkedin.com/Olga,Olga,THOMAS,647,57,136,,18
Estee Lauder Companies Inc.,70-410-7614,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,4366851624,Business Management and Scientific Services,36047241,g.co,Senior Manager - System,Female,www.linkedin.com/Keely,Keely,HART,649,67,174,,17
Exelon Corporation,70-410-7615,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,9223883830,Accommodation & Food Services,36047242,g.co,Vice President - Finance & Account,Male,www.linkedin.com/Aguinaldo,Aguinaldo,HOPKINS,961,44,165,,6
Exide Technologies,70-410-7616,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,8306408313,Health & Community Services,36047243,g.co,President & Chief Executive Officer,Male,www.linkedin.com/Thorn,Thorn,LEONARD,967,28,154,,11
Expeditors International of Washington Inc.,70-410-7617,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,7974454891,Telecommunications,36047244,g.co,Senior General Manager - IT,Male,www.linkedin.com/Ravi,Ravi,BRIEN,577,32,90,,5
Express Scripts Inc.,70-410-7618,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,4094553476,Utilities & Waste Management,36047245,g.co,Senior Joint President - Marketing,Female,www.linkedin.com/Margy,Margy,MILLER,497,66,133,,17
ExxonMobil Corporation,70-410-7619,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,6883535402,Accommodation & Food Services,36047246,g.co,General Manager - Finance & Account,Male,www.linkedin.com/Raimund,Raimund,HOLMES,245,66,65,,8
Fairchild Semiconductor International Inc.,70-610-7620,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,8484903944,Education Services,36047247,g.co,General Manager - Plg & Dev,Female,www.linkedin.com/Malkah,Malkah,FLETCHER,188,37,42,,20
Family Dollar Stores Inc.,70-610-7621,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,8556173979,Finance & Insurance,36047248,g.co,Deputy General Manager IT,Male,www.linkedin.com/John-David,John-David,NORTON,105,60,187,,9
Farmland Industries Inc.,70-610-7622,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,3765312945,Telecommunications,36047249,g.co,Senior Assistant - Technical,Female,www.linkedin.com/Odelinda,Odelinda,IT,588,32,129,,20
Federal Mogul Corp.,70-610-7623,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,4242601137,Diversified,36047250,g.co,Commercial Director,Female,www.linkedin.com/Cloris,Cloris,ELLIOTT,394,21,159,,19
Federated Department Stores Inc.,70-610-7624,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,7200393483,Education Services,36047251,g.co,Deputy Manager - comm - sys,Female,www.linkedin.com/Blondell,Blondell,WALLACE,126,38,100,,7
Federal Express Corp.,70-610-7625,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,9589768597,Diversified,36047252,g.co,Additional Manager - IT,Male,www.linkedin.com/Rudolph,Rudolph,JORDAN,917,60,65,,10
Felcor Lodging Trust Inc.,70-610-7626,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,8467931039,Education Services,36047253,g.co,Chief Operation Officer,Female,www.linkedin.com/Siana,Siana,MITCHELL,587,54,84,,14
Ferro Corp.,70-610-7627,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,4188323077,Utilities & Waste Management,36047254,g.co,Team Lead - IT,Male,www.linkedin.com/Roy,Roy,SNYDER,670,37,170,,13
Fidelity National Financial Inc.,70-610-7628,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,6060448742,Construction & Engineering Services,36047255,g.co,Assistant - IT,Female,www.linkedin.com/Hortense,Hortense,ROSE,780,70,152,,13
Fifth Third Bancorp,70-610-7629,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,2924964240,Accommodation & Food Services,36047256,g.co,Chief Accounts Officer & Finance Advisor,Female,www.linkedin.com/Michaela,Michaela,ADAMS,525,39,156,,6
First American Financial Corp.,70-610-7630,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,5263814732,IT Supplier,36047257,g.co,Senior Office Superintendent,Male,www.linkedin.com/Temple,Temple,CUNNINGHAM,795,44,188,,14
First Data Corp.,70-610-7631,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,6926882752,Personal & Other Services,36047258,g.co,Chief Information Officer,Female,www.linkedin.com/Catha,Catha,HAYES,499,53,31,,18
First National of Nebraska Inc.,70-610-7632,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,7582281086,Telecommunications,36047259,g.co,Vice President - Taxation,Female,www.linkedin.com/Sonia,Sonia,WEBSTER,360,51,84,,19
First Tennessee National Corp.,70-610-7633,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,2242867896,Personal & Other Services,36047260,g.co,Divisional Head,Female,www.linkedin.com/Halli,Halli,NEWTON,124,31,140,,15
FirstEnergy Corp.,70-610-7634,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,1643379180,IT Supplier,36047261,g.co,Marketing Manager,Male,www.linkedin.com/Micheal,Micheal,BELL,618,29,59,,5
Fiserv Inc.,70-610-7635,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,3268331302,Business Management and Scientific Services,36047262,g.co,Business Head - Engineering Plastics,Female,www.linkedin.com/Dory,Dory,MANN,367,45,55,,7
Fisher Scientific International Inc.,70-610-7636,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,3073492199,Accommodation & Food Services,36047263,g.co,Manager - Solutions,Female,www.linkedin.com/Valry,Valry,ABBOTT,876,48,124,,7
FleetBoston Financial Co.,70-610-7637,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,4433820237,Telecommunications,36047264,g.co,Senior General Manager - Marketing,Male,www.linkedin.com/Thane,Thane,OWEN,972,41,136,,16
Fleetwood Enterprises Inc.,70-610-7638,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,3951228366,Personal & Other Services,36047265,g.co,It,Male,www.linkedin.com/Ezechiel,Ezechiel,RICHARDSON,518,45,143,,10
Fleming Companies Inc.,70-610-7639,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,3753227395,Utilities & Waste Management,36047266,g.co,Chief Manager - HR,Male,www.linkedin.com/Raimund,Raimund,WALSH,188,50,155,,11
Flowers Foods Inc.,70-610-7640,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,9090493775,Transport & Warehousing,36047267,g.co,Executive Vice President - IT,Male,www.linkedin.com/Valentin,Valentin,HOUSE,554,36,136,,16
Flowserv Corp,70-610-7641,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,3553572359,Manufacturing,36047268,g.co,IT Engineer,Female,www.linkedin.com/Stepha,Stepha,ROOSEVELT,468,70,86,,6
Fluor Corp,70-610-7642,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,7214773854,"Real Estate, Rental & Leasing",36047269,g.co,Developer - Engineer,Female,www.linkedin.com/Tami,Tami,THOMSON,794,35,99,,18
FMC Corp,70-610-7643,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,3642876658,Health & Community Services,36047270,g.co,Joint Chief Executive Officer,Male,www.linkedin.com/Sinclair,Sinclair,CHURCH,668,22,102,,16
Foamex International Inc,70-610-7644,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,1170242434,Banking,36047271,g.co,Director - Commercial,Female,www.linkedin.com/Matty,Matty,WEBB,425,67,77,,18
Foot Locker Inc,70-610-7645,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,4561829634,MINING,36047272,g.co,Chief Engineer - IT,Male,www.linkedin.com/Ethan,Ethan,WILLIAM,357,25,197,,19
Footstar Inc.,70-610-7646,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,9055034463,Telecommunications,36047273,g.co,Administrator Associate,Male,www.linkedin.com/Clancy,Clancy,FERGUSON,980,43,51,,17
Ford Motor Co,70-610-7647,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,5131387415,Transport & Warehousing,36047274,g.co,Manager - IT Operations,Male,www.linkedin.com/Curtis,Curtis,HAWKINS,203,59,35,,11
Forest Laboratories Inc.,70-610-7648,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,6254045782,Finance & Insurance,36047275,g.co,Senior Divisional Manager - IT,Female,www.linkedin.com/Pet,Pet,STANLEY,828,41,126,,14
Fortune Brands Inc.,70-610-7649,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,2894323010,Information & Media,36047276,g.co,Head - Product Management,Female,www.linkedin.com/Chelsy,Chelsy,LINCOLN,271,32,149,,12
Foster Wheeler Ltd.,70-610-7650,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,6426876184,Finance & Insurance,36047277,g.co,Adg,Male,www.linkedin.com/Derrick,Derrick,CARPENTER,107,68,64,,17
FPL Group Inc.,70-610-7651,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,5238968553,Utilities & Waste Management,36047278,g.co,Senior Divisional Manager - IT,Female,www.linkedin.com/Corinna,Corinna,GEO,827,40,80,,11
Franklin Resources Inc.,70-610-7652,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,1173202905,Accommodation & Food Services,36047279,g.co,Vice President - Engineering,Male,www.linkedin.com/Raj,Raj,BROOKS,215,38,53,,8
Freeport McMoran Copper & Gold Inc.,70-610-7653,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,5827167635,Finance & Insurance,36047280,g.co,Nodal Person,Male,www.linkedin.com/Rolland,Rolland,DAVIS,393,53,50,,17
Frontier Oil Corp,70-610-7654,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,7729930417,Accommodation & Food Services,36047281,g.co,Head - Business Development & Marketing,Male,www.linkedin.com/Ricki,Ricki,GRAHAM,361,58,196,,10
Furniture Brands International Inc.,70-610-7655,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,2174018667,Government,36047282,g.co,Executive Director - Technical,Male,www.linkedin.com/Verne,Verne,YOUNG,306,45,172,,13
"Gannett Co., Inc.",70-610-7656,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,4134379772,Business Management and Scientific Services,36047283,g.co,Deputy General Manager & Head Of Department - Out,Female,www.linkedin.com/Joelie,Joelie,DOUGLAS,888,27,80,,12
Gap Inc.,70-610-7657,5,91538 Del Sol Trail,Bakersfield,Wyoming,WY,United States,2456214915,Information & Media,36047284,g.co,Executive Officer,Male,www.linkedin.com/Yanaton,Yanaton,THOMAS,485,26,73,,13
Gateway Inc.,70-610-7658,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,3346116685,Accommodation & Food Services,36047285,g.co,Manager - Recruitment,Male,www.linkedin.com/Merril,Merril,SAUNDERS,796,62,78,,14
GATX Corporation,70-610-7659,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,7614224201,Information & Media,36047286,g.co,Director - ITS,Male,www.linkedin.com/Leigh,Leigh,COLLINS,482,47,110,,18
Gemstar-TV Guide International Inc.,70-610-7660,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,6602291724,Transport & Warehousing,36047287,g.co,Business Development Manager,Male,www.linkedin.com/Ximenes,Ximenes,SULLIVAN,404,51,138,,5
GenCorp Inc.,70-610-7661,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,8984679983,Information & Media,36047288,g.co,Head - Operations Technology & HR,Female,www.linkedin.com/Gail,Gail,JOHNSON,845,52,112,,18
General Cable Corporation,70-610-7662,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,7978644738,Education Services,36047289,g.co,Senior General Manager - Marketing,Male,www.linkedin.com/Jordon,Jordon,HOWARD,211,65,43,,9
General Dynamics Corporation,70-610-7663,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,7094011093,"Arts, Entertainment & Recreation",36047290,g.co,Delivery Manager,Female,www.linkedin.com/Cecily,Cecily,NEWMAN,392,33,152,,6
General Electric Company,70-610-7664,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,5582975126,MINING,36047291,g.co,Assistant General Manager - IT - ER,Female,www.linkedin.com/Shelba,Shelba,GIBSON,824,53,41,,10
General Mills Inc,70-610-7665,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,1939188664,Government,36047292,g.co,Chief Information Officer,Male,www.linkedin.com/Klee,Klee,CARTER,626,68,48,,14
General Motors Corporation,70-610-7666,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,5020247120,Telecommunications,36047293,g.co,Assistant - HR,Female,www.linkedin.com/Magdaia,Magdaia,SNYDER,667,54,168,,6
